customer_id,customer_name,as_of_date,credit_limit,outstanding_amount,not_due_amount,days_1_30,days_31_60,days_61_90,days_90_plus,last_payment_date,block_flag,collector_note
PIDDLR000057,Balaji Bala Tyres,03/31/2026,3500000,3249404.64,1627916.08,470246.79,428520.84,173833.07,462404.87,2025-11-01,N,promised next week
PIDDLR000058,Ganesh Bala Distributors,2026-03-31,250000,53144.86,21213.95,4960.71,3928.81,7962.78,12860.89,11/26/2025,Y,owner not reachable
PIDDLR000059,Sree Kavya Hardware,2026-03-31,7500000,8797174.11,4899787.02,859886.91,1361270.03,742392.73,1014741.20,2025-11-11,Y,limit increase requested
PIDDLR000060,Royal Hari Mart,2026-03-31,5000000,2710074.90,430752.09,618946.54,596465.70,211350.47,973103.61,2025-07-27,N,owner not reachable
PIDDLR000061,Balaji Ganesh Corporation,2026-03-31,3500000,3141918.71,1837256.68,343776.48,174713.13,72625.73,113495.16,2025-09-21,Y,owner not reachable
PIDDLR000062,Mahalakshmi Irfan Associates,2026-03-31,500000,492665.14,417429.53,14592.03,16022.08,18492.69,6203.71,2026-03-29,N,
PIDDLR000063,Modern Manoj Distributors,31/03/2026,3500000,3179103.18,1659078.55,512145.24,312080.43,195920.44,288159.31,2025-10-01,Y,cheque bounce
PIDDLR000064,Ganesh Senthil Tyres,2026-03-31,1200000,985991.85,924721.94,14637.25,17651.64,12949.76,23410.38,2026-03-20,N,
PIDDLR000065,Metro Arun Tyres,2026-03-31,1200000,1191276.80,910437.69,73309.31,39275.16,38627.65,85683.42,2025-08-29,N,promised next week
PIDDLR000066,Mahalakshmi Suresh Corporation,2026-03-31,1200000,211379.54,174776.76,7586.20,9530.53,8711.04,7290.54,2025-07-22,N,limit increase requested
PIDDLR000067,Vijaya Anand Tyres,31/03/2026,7500000,9789303.87,8507951.00,217382.20,387008.99,65737.35,116071.13,06-Jul-25,N,owner not reachable
PIDDLR000068,Shree Naveen Distributors,31/03/2026,5000000,6243157.05,4462861.51,615657.19,569213.81,135782.94,443874.54,2025-08-21,N,promised next week
PIDDLR000069,Sree Geetha Distributors,2026-03-31,3500000,3371853.17,1852913.04,485366.18,405286.23,333351.69,338493.86,2025-10-10,N,limit increase requested
PIDDLR000070,Metro Revathi Agro,2026-03-31,500000,519020.49,135348.97,124284.88,88647.78,37958.23,121099.98,2025-09-26,Y,promised next week
PIDDLR000071,Kaveri Suresh Enterprises,31-Mar-26,500000,71078.82,50236.83,3612.38,7006.50,3418.45,5866.54,2025-09-11,N,claims adjusted
PIDDLR000072,City Karthik Services,03/31/2026,500000,164122.43,108142.33,15520.24,15405.50,7759.35,24736.16,2026-01-19,N,limit increase requested
PIDDLR000073,Kaveri Lokesh Distributors,2026-03-31,1200000,1463868.65,1377161.98,22274.72,24874.42,7490.34,1815.31,2025-11-27,N,claims adjusted
PIDDLR000074,Sree Senthil Paints Main,2026-03-31,7500000,3164079.58,1445592.11,283557.08,560701.93,215467.74,400633.86,2025-10-17,N,cheque bounce
PIDDLR000075,Royal Arun Stores,2026-03-31,750000,182199.10,125215.69,11711.00,15124.68,10790.21,9939.48,2026-01-24,N,cheque bounce
PIDDLR000076,Modern Naveen Fertilisers,2026-03-31,3500000,1532332.87,787259.14,230250.83,200829.96,141192.52,25107.96,10/09/2025,N,claims adjusted
PIDDLR000077,Star Anand Distributors,2026-03-31,250000,121296.16,77949.86,13845.85,6226.80,4315.06,1735.55,2025-12-05,N,owner not reachable
PIDDLR000078,National Hari Distributors,2026-03-31,500000,274502.46,256890.76,3645.98,3349.98,4104.37,4839.11,2026-02-06,N,cheque bounce
PIDDLR000079,Balaji Farida Associates & Co,2026-03-31,500000,223080.03,186623.87,10293.55,12735.04,4614.32,7050.64,2025-12-03,Y,claims adjusted
PIDDLR000080,CITY SANJAY CHEMICALS,2026-03-31,7500000,7616919.08,5146294.65,556445.90,422144.68,481801.12,54631.27,2026-01-05,N,owner not reachable
PIDDLR000081,Sree Sowmya Distributors,2026-03-31,7500000,6242768.96,5865211.65,111412.39,125466.18,90718.38,137969.87,08/03/2026,Y,owner not reachable
PIDDLR000082,STAR NAVEEN DISTRIBUTORS,2026-03-31,3500000,2126808.78,884177.86,293766.65,256150.00,263027.87,251983.19,2026-02-25,Y,claims adjusted
PIDDLR000083,National Senthil Services,2026-03-31,3500000,3604173.81,1381315.63,418586.36,623517.42,157962.74,248233.62,2025-10-13,Y,owner not reachable
PIDDLR000084,Royal Sowmya Paints,2026-03-31,250000,188555.92,124490.21,11510.60,18166.95,3570.70,14562.44,2025-12-29,N,promised next week
PIDDLR000085,Kaveri Prakash Distributors,2026-03-31,2000000,1062232.99,638490.58,100828.83,97817.87,35548.91,155150.37,2025-12-19,N,
PIDDLR000086,Star Rafiq Corporation,2026-03-31,7500000,8360960.66,6511564.60,392456.22,314944.73,168680.86,282419.97,2025-08-29,N,claims adjusted
PIDDLR000087,Vijaya Lakshmi Depot,2026-03-31,2000000,2341066.75,2179595.93,53459.90,55487.01,33639.29,53191.43,2025-08-07,N,
PIDDLR000088,Ganesh Meena Distributors,31/03/2026,1200000,636195.59,532850.58,31718.86,32130.71,25243.89,35184.45,2025-11-20,N,claims adjusted
PIDDLR000089,Sri Bala Fertilisers,31/03/2026,7500000,5015100.45,2379306.75,841067.39,787096.08,371241.28,864551.93,2026-03-02,Y,cheque bounce
PIDDLR000090,Ganesh Kavya Agro,31/03/2026,500000,617748.54,316180.13,101687.36,99659.98,18283.83,13935.97,27/07/2025,Y,owner not reachable
PIDDLR000091,Kaveri Jagan Hardware,03/31/2026,1200000,800452.15,514571.59,61380.20,42025.72,40057.11,82285.19,10/01/2025,Y,limit increase requested
PIDDLR000092,New Yusuf Distributors,2026-03-31,750000,693324.85,396076.44,102432.40,81385.09,64295.91,19131.65,2025-12-16,N,limit increase requested
PIDDLR000093,Lucky Deepak Paints,2026-03-31,500000,657298.88,330105.45,83817.05,79221.44,64682.73,74792.16,2026-01-27,N,promised next week
PIDDLR000094,Metro Arun Traders,03/31/2026,7500000,9266073.80,8638070.92,98878.33,181681.51,64755.69,80691.73,15-Nov-25,N,promised next week
PIDDLR000095,City Arun Mart,31/03/2026,3500000,2235424.72,1821739.31,136658.45,71500.31,28156.74,178081.23,2026-01-02,N,
PIDDLR000096,Sri Naveen Distributors,31/03/2026,7500000,534453.63,415074.31,30062.21,34551.09,17208.70,49317.74,2026-03-26,N,limit increase requested
PIDDLR000097,Royal Deepak Traders,2026-03-31,2000000,2499323.26,1961397.24,114824.84,75100.55,113594.68,161318.48,2026-01-06,N,claims adjusted
PIDDLR000098,MAHALAKSHMI PRIYA FERTILISERS,2026-03-31,250000,325456.95,224196.32,17744.45,13349.85,21293.27,36169.79,10/01/2026,Y,cheque bounce
PIDDLR000099,Royal Venkatesh Agro,2026-03-31,500000,562964.45,257669.27,56847.19,77247.04,27533.27,76811.49,2025-07-18,Y,promised next week
PIDDLR000100,Star Geetha Distributors,2026-03-31,250000,258633.32,203723.37,18958.06,16119.67,7384.09,18305.92,2026-03-31,N,promised next week
PIDDLR000101,Royal Meena Corporation,31-Mar-26,250000,142959.00,130807.44,4010.83,4228.72,1899.87,1571.90,09/02/2025,Y,cheque bounce
PIDDLR000102,Murugan Manoj Enterprises,31/03/2026,3500000,1868787.97,544696.87,229785.64,203161.33,281174.42,213502.15,2025-07-19,Y,claims adjusted
PIDDLR000103,Sri Rafiq Agro,31/03/2026,500000,532088.02,262418.79,41670.81,66552.99,25754.46,72908.80,30-Jul-25,N,
PIDDLR000104,Prime Deepak Distributors,2026-03-31,750000,573682.53,431689.44,36291.76,41621.18,25105.82,21173.30,2026-02-23,N,claims adjusted
PIDDLR000105,Prime Ganesh Traders,2026-03-31,3500000,2059846.48,952202.03,184948.04,188440.91,151678.47,368914.19,2025-10-17,N,owner not reachable
PIDDLR000106,United Irfan Traders,03/31/2026,2000000,685156.84,382693.43,69946.10,99470.99,43549.27,49256.69,2025-09-04,N,limit increase requested
PIDDLR000107,Lucky Lakshmi Distributors,2026-03-31,2000000,1337544.10,959689.92,56688.57,56487.29,38279.62,118514.34,2025-12-02,Y,limit increase requested
PIDDLR000108,Vijaya Chandra Distributors,2026-03-31,7500000,2287044.47,1377818.46,156507.98,159207.61,117200.41,240511.93,2025-11-26,Y,limit increase requested
PIDDLR000109,United Geetha Distributors,2026-03-31,5000000,3394012.99,2952693.23,86434.48,153095.20,31763.30,94571.39,2025-08-20,N,promised next week
PIDDLR000110,Mahalakshmi Lakshmi Distributors,2026-03-31,250000,223132.82,205717.14,4404.26,5409.49,3876.15,4239.78,2025-10-06,Y,cheque bounce
PIDDLR000111,Kaveri Venkatesh Distributors,2026-03-31,500000,536608.84,52747.74,102932.02,159290.30,101327.65,165046.24,22-Mar-26,Y,owner not reachable
PIDDLR000112,Prime Lakshmi Distributors,2026-03-31,1200000,362479.94,291768.15,14836.68,17852.13,7411.48,21813.10,2026-02-04,N,
PIDDLR000113,Star Sowmya Hardware,2026-03-31,500000,460033.11,363674.96,33364.16,22555.00,14877.30,36535.49,2026-02-24,N,cheque bounce
PIDDLR000114,Royal Hari Enterprises,2026-03-31,7500000,7374297.40,6161137.27,319287.27,394213.15,286182.92,92037.94,2025-12-11,Y,limit increase requested
PIDDLR000115,United Naveen Distributors,03/31/2026,750000,378995.66,271542.41,32117.07,36477.69,10745.11,27380.85,2025-09-24,N,cheque bounce
PIDDLR000116,Ganesh Arun Sales,2026-03-31,750000,323249.80,258038.69,14280.85,18404.47,15686.94,25943.66,2025-10-29,N,cheque bounce
PIDDLR000117,LUCKY JAGAN DISTRIBUTORS,31/03/2026,3500000,1884526.14,1060137.03,150247.24,274727.42,147692.07,57366.06,25-Sep-25,N,promised next week
PIDDLR000118,Modern Farida Mart Ltd,2026-03-31,1200000,299058.23,213049.34,20328.15,22095.31,20035.01,11540.37,2025-09-25,N,limit increase requested
PIDDLR000119,Sree Irfan Paints,2026-03-31,500000,524758.80,369883.50,48751.62,54084.30,31775.65,36583.48,2025-10-02,N,cheque bounce
PIDDLR000120,Prime Lokesh Enterprises,2026-03-31,250000,287981.91,55678.46,77831.77,60532.66,19448.86,33805.19,2025-10-10,N,cheque bounce
PIDDLR000121,Modern Farida Enterprises,03/31/2026,1200000,1507723.13,1298139.56,34813.39,66992.69,18103.58,79817.26,2026-01-26,Y,promised next week
PIDDLR000122,City Lakshmi Agencies,2026-03-31,750000,69816.47,33184.10,12808.73,12746.07,3472.25,16116.22,2026-01-05,Y,cheque bounce
PIDDLR000123,Mahalakshmi Geetha Distributors Pvt,2026-03-31,7500000,4343323.06,4107234.47,37412.41,37375.08,12959.59,20502.79,2025-08-21,N,claims adjusted
PIDDLR000124,Balaji Rafiq Distributors,2026-03-31,750000,182062.62,105664.48,15514.00,21809.39,12066.70,19393.10,2025-08-26,N,limit increase requested
PIDDLR000125,United Jagan Distributors,2026-03-31,5000000,3898986.93,201634.90,864918.68,907779.72,645511.22,597871.11,2026-01-12,Y,promised next week
PIDDLR000126,Lucky Priya Agro,2026-03-31,7500000,6180572.28,5660712.22,147627.82,63510.46,45881.73,177711.49,15-Nov-25,Y,owner not reachable
PIDDLR000127,National Farida Distributors,2026-03-31,1200000,890880.70,427641.57,158900.98,95566.90,28122.14,106872.37,2026-01-28,N,claims adjusted
PIDDLR000128,GANESH REVATHI HARDWARE,2026-03-31,1200000,1530337.06,1358569.19,53562.91,41045.54,33237.53,75566.31,2025-08-16,Y,owner not reachable
PIDDLR000129,BALAJI YUSUF CORPORATION,2026-03-31,500000,519464.00,453838.29,12083.79,18391.75,15925.33,10209.28,2026-03-20,N,limit increase requested
PIDDLR000130,Ganesh Priya Associates,2026-03-31,7500000,8019289.91,4293753.85,581645.68,664942.87,581624.11,174114.72,2025-11-13,Y,claims adjusted
PIDDLR000131,Kaveri Arun Enterprises,2026-03-31,500000,235994.63,117625.44,39959.35,28610.44,15223.90,26988.00,2026-03-04,N,limit increase requested
PIDDLR000132,Sri Naveen Distributors,2026-03-31,2000000,283247.32,71650.41,45826.11,40832.44,32178.09,60017.30,2026-02-23,N,
PIDDLR000133,Lucky Irfan Hardware,2026-03-31,2000000,576645.51,284579.33,71656.70,48985.43,37357.96,115764.90,2025-09-21,N,limit increase requested
PIDDLR000134,Royal Lokesh Distributors,2026-03-31,250000,332265.21,182323.03,25005.14,18019.03,11418.48,35615.26,2025-10-09,N,owner not reachable
PIDDLR000135,Vijaya Meena Distributors,2026-03-31,1200000,1453686.32,912192.19,143980.26,142999.70,32917.44,106998.05,2026-02-04,N,owner not reachable
PIDDLR000136,Ganesh Deepak Fertilisers,03/31/2026,7500000,3790806.35,2646924.96,228732.79,330016.39,122741.51,183776.09,04/07/2025,N,claims adjusted
PIDDLR000137,Metro Deepak Distributors,2026-03-31,5000000,3929505.11,2954168.09,176375.60,135485.49,199657.67,56682.23,2025-12-10,N,claims adjusted
PIDDLR000138,Murugan Bala Distributors,2026-03-31,250000,113884.26,88360.56,5308.45,6575.69,2208.94,6334.80,02/26/2026,N,promised next week
PIDDLR000139,Ganesh Sowmya Distributors,2026-03-31,2000000,678848.09,589994.86,22957.58,17610.22,9347.53,10452.26,2026-01-10,N,owner not reachable
PIDDLR000140,Modern Geetha Distributors,2026-03-31,5000000,3871040.45,2525127.27,298952.79,161881.16,67868.24,478561.38,16/08/2025,N,cheque bounce
PIDDLR000141,National Revathi Distributors,2026-03-31,1200000,1410817.99,986911.75,147611.27,92537.70,70933.01,43174.49,2025-07-24,N,
PIDDLR000142,Metro Jagan Sales,2026-03-31,7500000,3794308.19,2625523.15,398190.27,396911.37,219619.68,468598.10,2025-10-04,N,
PIDDLR000143,Shree Sanjay Fertilisers Ltd,2026-03-31,250000,255284.95,24002.33,46739.05,58537.64,36682.13,79835.29,12/11/2025,N,promised next week
PIDDLR000144,Prime Revathi Distributors,2026-03-31,1200000,1137319.30,743304.26,121394.68,88789.35,32742.57,174037.34,2026-01-24,N,promised next week
PIDDLR000145,Kaveri Suresh Distributors,2026-03-31,500000,395404.90,370377.67,5590.46,6740.62,4018.52,8965.50,2025-11-14,N,owner not reachable
PIDDLR000146,Modern Ganesh Services,2026-03-31,2000000,258356.97,178836.46,21987.06,19682.95,7491.78,25444.54,2025-11-14,N,claims adjusted
PIDDLR000147,Murugan Manoj Paints,2026-03-31,2000000,1167821.60,378277.60,137728.59,144950.30,65069.01,180279.11,10/20/2025,N,owner not reachable
PIDDLR000148,Vijaya Sowmya Fertilisers,03/31/2026,2000000,1556093.16,1232008.86,70695.75,57727.26,30631.39,11321.04,2025-12-26,Y,cheque bounce
PIDDLR000149,Kaveri Suresh Distributors,2026-03-31,250000,124557.18,117301.68,2291.58,2306.39,856.55,183.91,2026-02-04,N,promised next week
PIDDLR000150,Kaveri Chandra Corporation,2026-03-31,2000000,1657652.26,1383638.08,76119.94,38052.69,50087.98,46003.78,08-Jul-25,N,claims adjusted
PIDDLR000151,City Bala Hardware,2026-03-31,5000000,4672730.67,779669.08,1266943.85,721933.79,893464.64,1535107.50,02/21/2026,Y,
PIDDLR000152,SHREE SANJAY DISTRIBUTORS,2026-03-31,500000,486383.55,305011.67,29624.79,31794.03,15074.43,62371.22,2025-11-17,Y,claims adjusted
PIDDLR000153,Vijaya Prakash Distributors,2026-03-31,750000,459982.27,347529.69,29352.04,17791.78,7515.47,36779.31,13-Mar-26,N,cheque bounce
PIDDLR000154,Modern Manoj Agro,2026-03-31,1200000,680294.54,588894.85,29228.10,23588.10,14712.29,29665.81,2026-03-27,N,claims adjusted
PIDDLR000155,Ganesh Prakash Enterprises,2026-03-31,750000,545411.58,500188.88,8133.48,15179.05,9082.88,17535.14,2025-07-22,Y,limit increase requested
PIDDLR000156,National Deepak Services,2026-03-31,1200000,1292928.44,177156.49,205456.26,152627.80,179250.38,221345.72,2025-08-29,N,owner not reachable
PIDDLR000157,Royal Hari Distributors,2026-03-31,1200000,683845.37,364256.00,104190.32,103086.12,64820.42,72343.27,2025-11-16,Y,limit increase requested
PIDDLR000158,Lucky Kavya Depot,2026-03-31,7500000,7419413.94,4518476.97,676094.07,411638.82,258394.71,515089.54,14-Feb-26,N,promised next week
PIDDLR000159,SRI Manoj Distributors,2026-03-31,7500000,3590890.77,2393471.37,268978.38,402274.61,162537.18,54968.67,2026-03-13,N,limit increase requested
PIDDLR000160,Balaji Irfan Paints,2026-03-31,750000,290660.39,194015.19,33179.20,11741.06,17221.91,19969.76,2025-11-16,Y,limit increase requested
PIDDLR000161,UNITED RAFIQ TRADERS,2026-03-31,3500000,3614761.57,2540150.24,230953.68,315563.20,87900.88,437957.74,14/09/2025,N,promised next week
PIDDLR000162,Ganesh Lokesh Stores,2026-03-31,250000,210341.89,185334.70,7854.51,8022.72,5957.28,2720.01,2025-11-15,N,owner not reachable
PIDDLR000163,Star Prakash Agro,31-Mar-26,3500000,4625471.54,2289346.46,550280.49,452810.05,507193.08,375075.57,2025-10-07,N,owner not reachable
PIDDLR000164,Metro Priya Distributors,2026-03-31,500000,142238.14,132953.68,1949.25,1374.11,1189.71,1677.83,2025-10-14,N,cheque bounce
PIDDLR000165,Ganesh Ganesh Hardware,2026-03-31,3500000,4608943.93,3837349.20,212477.02,101551.54,174780.29,344221.90,2025-10-15,N,claims adjusted
PIDDLR000166,United Geetha Tyres & Co,2026-03-31,7500000,1548785.50,1436233.04,29630.72,15145.84,24396.96,48156.11,28/10/2025,Y,owner not reachable
PIDDLR000167,City Chandra Fertilisers,2026-03-31,2000000,811496.81,563933.86,79666.71,77461.40,18264.33,85037.38,2026-02-16,N,cheque bounce
PIDDLR000168,Vijaya Sowmya Chemicals Ltd,2026-03-31,7500000,9060115.13,8520918.03,98182.56,141813.67,133045.70,146954.55,2026-03-23,N,owner not reachable
PIDDLR000169,United Karthik Enterprises,2026-03-31,2000000,1872714.69,1706922.34,34867.53,48315.94,18559.85,3942.50,2025-07-08,Y,claims adjusted
PIDDLR000170,Lucky Farida Traders,2026-03-31,2000000,1766495.96,1623955.19,26014.83,21521.87,26653.08,51557.36,2026-02-22,Y,owner not reachable
PIDDLR000171,Prime Suresh Distributors,2026-03-31,2000000,1223583.43,628199.69,142823.27,152730.68,67684.22,154849.13,2025-10-06,Y,limit increase requested
PIDDLR000172,Kaveri Sanjay Enterprises,31/03/2026,1200000,1022966.42,729910.14,70165.95,35723.50,27908.04,15678.88,2026-02-09,Y,
PIDDLR000173,Balaji Venkatesh Distributors,2026-03-31,3500000,2847425.86,531145.20,380300.27,600938.28,163740.49,92424.50,28/10/2025,Y,cheque bounce
PIDDLR000174,Metro Senthil Sales,2026-03-31,2000000,172964.70,114912.20,19545.98,8290.44,13153.65,6362.86,2026-03-16,N,limit increase requested
PIDDLR000175,Kaveri Bala Mart,2026-03-31,750000,702093.52,639832.42,10953.76,20625.83,9769.43,9775.70,2026-02-06,N,cheque bounce
