activity_id,activity_date,customer_id,customer_name,activity_type,sales_rep_id,territory,visit_outcome,next_action_date,minutes_spent,lat_long_quality,free_text_note
CORACT00000020,2024-12-18,CORDLR000041,New Meena Sales,Dealer visit,SR093,AP-South-2,Complaint raised,,20,manual,
CORACT00000021,2025-04-28,CORDLR002899,Metro Manoj Agro,Drone demo,SR037,AP-Central-1,Demo done,,45,missing,new counter opened nearby
CORACT00000022,2024-11-20,CORDLR000514,UNITED IRFAN PAINTS,Dealer visit,SR023,KA-East-7,Payment follow-up,2024-12-08,20,manual,stockist dispute
CORACT00000023,2024-09-14,CORDLR001017,Mahalakshmi Venkatesh Stores,Drone demo,SR120,TN-South-9,Complaint raised,,10,OK,
CORACT00000024,2025-09-11,CORDLR000541,Lucky Ganesh Stores,Farmer meeting,SR027,AP-Central-5,Demo done,2025-10-11,45,manual,cash crunch
CORACT00000025,2025-09-15,CORDLR000373,Murugan Karthik Agro,Stock check,SR093,AP-North-5,Owner absent,2025-09-22,NA,missing,shifted to competitor
CORACT00000026,07/15/2024,CORDLR000647,Mahalakshmi Senthil Agro,Payment follow-up,SR113,KL-Central-6,No order,,15,missing,shifted to competitor
CORACT00000027,2024-10-21,CORDLR002138,New Yusuf Agencies,Stock check,SR007,TN-South-5,No order,,15,same gps as prior visit,stockist dispute
CORACT00000028,25/03/2026,CORDLR001131,Ganesh Revathi Agro,Drone demo,SR132,TS-Central-9,Complaint raised,,10,outside beat,
CORACT00000029,26/04/2025,CORDLR001031,Balaji Revathi Agro,Stock check,SR080,KA-West-4,Order taken,03/05/2025,45,manual,asked scheme support
CORACT00000030,2024-05-23,CORDLR000822,Sree Irfan Traders & Co,Soil camp,SR026,KA-South-8,Demo done,,45,missing,stockist dispute
CORACT00000031,11-Aug-25,CORDLR000943,Metro Manoj Distributors,Stock check,SR067,TS-East-1,Complaint raised,,45,manual,new counter opened nearby
CORACT00000032,2026-01-12,CORDLR002549,Modern Yusuf Hardware,Farmer meeting,SR106,KL-East-9,Competitor push seen,,5,outside beat,secondary sale low
CORACT00000033,2025-04-26,CORDLR002076,City Rafiq Enterprises,Dealer visit,SR023,AP-North-3,Competitor push seen,2025-05-13,NA,missing,shifted to competitor
CORACT00000034,15/03/2026,CORDLR000871,Star Karthik Agro,Stock check,SR145,TS-North-7,Stock checked,,60,missing,shifted to competitor
CORACT00000035,2024-08-01,CORDLR002725,Vijaya Senthil Agro,Dealer visit,SR037,KL-East-7,No order,,30,outside beat,new counter opened nearby
CORACT00000036,2024-11-21,CORDLR000273,Sri Suresh Stores,Stock check,SR102,KA-South-5,Order taken,29-Nov-24,30,missing,
CORACT00000037,2025-01-06,CORDLR000084,United Priya Services,Stock check,SR033,AP-Central-4,Stock checked,11/02/2025,15,same gps as prior visit,new counter opened nearby
CORACT00000038,27/12/2025,CORDLR002061,Lucky Revathi Paints,Drone demo,SR025,TS-South-4,Complaint raised,13-Jan-26,15,OK,
CORACT00000039,2025-12-09,CORDLR000713,Prime Meena Hardware,Drone demo,SR029,TS-West-1,Order taken,2026-01-15,15,OK,
CORACT00000040,2025-02-22,CORDLR002888,National Geetha Agro,Payment follow-up,SR112,KA-West-5,Demo done,,30,same gps as prior visit,new counter opened nearby
CORACT00000041,2025-06-29,CORDLR000077,Star Ganesh Associates,Farmer meeting,SR040,TS-East-8,Payment follow-up,2025-08-09,5,manual,asked scheme support
CORACT00000042,15/12/2025,CORDLR001504,Prime Irfan Agro,Farmer meeting,SR138,AP-North-8,Order taken,2026-01-18,NA,manual,cash crunch
CORACT00000043,2025-10-02,CORDLR001109,Lucky Kavya Services,Crop demo,SR045,KA-North-1,Stock checked,06/11/2025,20,same gps as prior visit,cash crunch
CORACT00000044,25-May-25,CORDLR002791,Shree Deepak Sales,Stock check,SR037,TS-South-2,Competitor push seen,2025-06-29,30,OK,stockist dispute
CORACT00000045,19/05/2025,CORDLR001268,Shree Anand Chemicals Main,Crop demo,SR118,TN-Central-1,Owner absent,2025-06-21,10,same gps as prior visit,asked scheme support
CORACT00000046,2024-06-29,CORDLR001617,Vijaya Jagan Distributors,Dealer visit,SR111,TN-North-9,Order taken,2024-07-25,45,outside beat,
CORACT00000047,25-Apr-25,CORDLR000980,Mahalakshmi Irfan Enterprises,Farmer meeting,SR124,TN-South-8,Owner absent,15-May-25,NA,same gps as prior visit,secondary sale low
CORACT00000048,2025-10-12,CORDLR002433,Modern Karthik Agro,Stock check,SR030,KA-West-7,No order,2025-11-06,15,manual,secondary sale low
CORACT00000049,2024-06-15,CORDLR001000,Metro Prakash Tyres,Crop demo,SR134,AP-Central-5,Owner absent,15-Jul-24,45,outside beat,cash crunch
CORACT00000050,13/07/2025,CORDLR000895,Vijaya Naveen Distributors,Stock check,SR058,KL-West-8,Owner absent,,NA,missing,stockist dispute
CORACT00000051,2024-09-23,CORDLR002215,Prime Suresh Tyres,Crop demo,SR110,AP-Central-7,Demo done,2024-11-04,NA,same gps as prior visit,asked scheme support
CORACT00000052,2024-09-29,CORDLR002179,Murugan Sanjay Hardware,Payment follow-up,SR083,KL-Central-3,Order taken,2024-10-03,10,OK,stockist dispute
CORACT00000053,08/10/2024,CORDLR001002,National Geetha Agro,Dealer visit,SR081,TS-Central-3,Owner absent,,NA,same gps as prior visit,new counter opened nearby
CORACT00000054,2026-01-22,CORDLR000271,National Venkatesh Agro Ltd,Payment follow-up,SR002,KL-West-8,Demo done,2026-03-02,30,outside beat,new counter opened nearby
CORACT00000055,2024-11-19,CORDLR001292,Vijaya Karthik Mart,Dealer visit,SR087,KA-South-9,Competitor push seen,12/23/2024,60,outside beat,asked scheme support
CORACT00000056,2025-07-13,CORDLR001367,Modern Sowmya Agro,Payment follow-up,SR059,TS-East-5,Demo done,2025-07-28,30,missing,new counter opened nearby
CORACT00000057,2025-01-05,CORDLR000314,NATIONAL MEENA DISTRIBUTORS,Farmer meeting,SR037,TN-North-2,Complaint raised,2025-02-14,20,manual,secondary sale low
CORACT00000058,2024-11-07,CORDLR001137,Murugan Irfan Agro,Payment follow-up,SR052,TS-East-7,Demo done,2024-11-20,15,OK,shifted to competitor
CORACT00000059,2025-12-01,CORDLR001106,Lucky Venkatesh Agro,Dealer visit,SR083,TS-East-7,Demo done,12/23/2025,NA,missing,new counter opened nearby
CORACT00000060,2024-12-30,CORDLR001469,Murugan Yusuf Depot,Drone demo,SR124,TN-Central-6,No order,2025-02-09,30,missing,asked scheme support
CORACT00000061,2024-07-15,CORDLR001092,Modern Senthil Agro,Soil camp,SR094,TS-Central-8,Competitor push seen,2024-08-08,60,missing,shifted to competitor
CORACT00000062,2025-05-03,CORDLR000239,Royal Naveen Associates,Crop demo,SR094,TN-West-4,Order taken,,15,same gps as prior visit,stockist dispute
CORACT00000063,2026-02-08,CORDLR000639,Lucky Chandra Sales,Soil camp,SR041,TN-Central-9,Stock checked,2026-02-11,45,OK,stockist dispute
CORACT00000064,2025-04-21,CORDLR002637,Ganesh Yusuf Fertilisers,Dealer visit,SR066,KA-North-5,Owner absent,,45,outside beat,secondary sale low
CORACT00000065,2026-01-29,CORDLR001760,City Deepak Agencies,Crop demo,SR023,KA-West-9,Demo done,,60,manual,cash crunch
CORACT00000066,17-Oct-25,CORDLR000407,Murugan Ganesh Paints,Stock check,SR095,TS-East-1,No order,11/11/2025,60,missing,secondary sale low
CORACT00000067,2025-02-21,CORDLR002503,Lucky Bala Distributors,Payment follow-up,SR076,TN-East-4,Competitor push seen,2025-03-15,30,missing,secondary sale low
CORACT00000068,12-Jul-24,CORDLR002772,Royal Lakshmi Agro,Soil camp,SR102,KL-East-8,Demo done,2024-08-08,15,OK,new counter opened nearby
CORACT00000069,2026-01-30,CORDLR001255,Shree Hari Agro,Payment follow-up,SR134,KA-South-6,Order taken,2026-03-11,30,missing,shifted to competitor
CORACT00000070,2025-04-15,CORDLR000206,Shree Meena Stores,Farmer meeting,SR128,PY-North-3,Owner absent,2025-04-18,NA,missing,cash crunch
CORACT00000071,2026-02-18,CORDLR000696,City Suresh Mart,Dealer visit,SR124,KA-South-1,Complaint raised,,60,OK,secondary sale low
CORACT00000072,26-Dec-25,CORDLR002198,Kaveri Farida Services,Crop demo,SR016,TN-Central-4,Stock checked,01/21/2026,45,OK,shifted to competitor
CORACT00000073,2025-12-06,CORDLR000288,MAHALAKSHMI GANESH ASSOCIATES,Crop demo,SR044,KA-Central-4,No order,,NA,same gps as prior visit,stockist dispute
CORACT00000074,2025-02-05,CORDLR002680,Kaveri Irfan Agro,Stock check,SR010,KA-North-6,Competitor push seen,2025-02-21,NA,manual,cash crunch
CORACT00000075,28/12/2024,CORDLR002816,Shree Lokesh Agro,Crop demo,SR126,TN-Central-5,Competitor push seen,04/01/2025,30,same gps as prior visit,shifted to competitor
CORACT00000076,19/12/2025,CORDLR001537,National Arun Agro Main,Farmer meeting,SR145,KA-North-7,Order taken,2025-12-31,30,outside beat,
CORACT00000077,28/05/2024,CORDLR001292,Vijaya Karthik Mart,Soil camp,SR087,KA-South-9,Order taken,2024-06-06,10,missing,asked scheme support
CORACT00000078,01/03/2026,CORDLR001929,Sree Chandra Agro,Dealer visit,SR122,TN-Central-8,Demo done,31-Jan-26,NA,same gps as prior visit,shifted to competitor
CORACT00000079,2024-11-04,CORDLR001039,National Anand Sales,Soil camp,SR142,TS-Central-3,Order taken,2024-12-14,60,outside beat,asked scheme support
CORACT00000080,2024-11-28,CORDLR000235,NEW KARTHIK AGRO,Dealer visit,SR080,KA-Central-5,Order taken,2024-12-01,5,outside beat,cash crunch
CORACT00000081,2024-06-12,CORDLR002410,Sri Meena Agro,Crop demo,SR030,TS-North-4,No order,07/01/2024,10,outside beat,asked scheme support
CORACT00000082,07/03/2026,CORDLR002365,Shree Priya Agencies,Payment follow-up,SR124,TS-West-3,Complaint raised,2026-03-28,NA,outside beat,
CORACT00000083,2025-02-26,CORDLR000288,MAHALAKSHMI GANESH ASSOCIATES,Soil camp,SR044,KA-Central-4,Order taken,2025-03-08,10,outside beat,new counter opened nearby
CORACT00000084,2025-11-28,CORDLR002725,Vijaya Senthil Agro,Dealer visit,SR037,KL-East-7,Demo done,2026-01-11,15,OK,shifted to competitor
CORACT00000085,2024-11-12,CORDLR002302,Royal Naveen Enterprises,Crop demo,SR088,KL-South-2,No order,2024-11-28,60,OK,cash crunch
CORACT00000086,2024-04-23,CORDLR001248,Metro Meena Sales,Drone demo,SR056,AP-North-9,Demo done,,30,outside beat,shifted to competitor
CORACT00000087,2025-12-26,CORDLR001405,Sree Meena Agro,Stock check,SR081,AP-East-6,Complaint raised,,30,OK,asked scheme support
CORACT00000088,2026-02-24,CORDLR000051,Balaji Lokesh Agro,Stock check,SR071,PY-West-4,Owner absent,,60,OK,stockist dispute
CORACT00000089,2025-12-27,CORDLR001984,Kaveri Meena Agro,Payment follow-up,SR094,KA-North-9,Payment follow-up,,5,same gps as prior visit,secondary sale low
CORACT00000090,2025-02-01,CORDLR002723,Sree Chandra Associates,Dealer visit,SR097,AP-East-7,Payment follow-up,2025-03-13,30,outside beat,shifted to competitor
CORACT00000091,2025-07-07,CORDLR002146,Prime Suresh Hardware,Dealer visit,SR091,TS-North-8,Order taken,2025-07-24,15,OK,new counter opened nearby
CORACT00000092,2024-06-14,CORDLR000907,Sree Sanjay Agro,Farmer meeting,SR098,KA-East-5,Order taken,21-Jul-24,45,missing,shifted to competitor
CORACT00000093,2024-06-21,CORDLR002346,Mahalakshmi Suresh Agro,Stock check,SR068,AP-West-3,Complaint raised,2024-07-22,10,same gps as prior visit,new counter opened nearby
CORACT00000094,2024-09-06,CORDLR002374,Balaji Deepak Sales Pvt,Farmer meeting,SR101,AP-South-5,Demo done,2024-10-04,15,manual,cash crunch
CORACT00000095,2025-10-29,CORDLR000213,Vijaya Meena Agro,Dealer visit,SR103,TN-North-6,No order,,NA,manual,stockist dispute
CORACT00000096,2025-12-10,CORDLR002019,Modern Arun Mart,Soil camp,SR072,TS-Central-1,Demo done,,5,OK,cash crunch
CORACT00000097,2025-02-08,CORDLR002982,Sree Prakash Stores Ltd,Farmer meeting,SR083,TN-South-1,Owner absent,02/19/2025,60,outside beat,
CORACT00000098,2024-12-06,CORDLR000139,Prime Revathi Associates,Drone demo,SR053,KL-South-4,Owner absent,,45,outside beat,cash crunch
CORACT00000099,2024-05-22,CORDLR000561,National Karthik Agro,Soil camp,SR045,TN-North-1,Competitor push seen,2024-05-31,5,manual,secondary sale low
CORACT00000100,2025-06-16,CORDLR002851,Ganesh Hari Agro,Drone demo,SR066,KL-West-1,Payment follow-up,,60,missing,shifted to competitor
CORACT00000101,2025-07-01,CORDLR002164,Prime Arun Agro,Payment follow-up,SR059,KL-North-2,No order,2025-08-14,45,missing,secondary sale low
CORACT00000102,03/16/2026,CORDLR001136,SRI Meena Distributors,Crop demo,SR064,AP-Central-4,No order,2026-04-26,60,missing,
CORACT00000103,2026-01-02,CORDLR000280,Ganesh Karthik Distributors & Co,Dealer visit,SR066,KA-West-6,Complaint raised,,20,missing,asked scheme support
CORACT00000104,2025-05-31,CORDLR000738,Shree Sowmya Stores,Soil camp,SR002,AP-East-7,Competitor push seen,2025-07-05,15,outside beat,new counter opened nearby
CORACT00000105,07-Jan-26,CORDLR001625,National Sanjay Agro,Drone demo,SR101,TN-Central-2,No order,2026-01-20,10,manual,stockist dispute
CORACT00000106,01/02/2026,CORDLR001743,Shree Suresh Corporation,Payment follow-up,SR099,AP-Central-2,Order taken,23/02/2026,30,OK,asked scheme support
CORACT00000107,2026-02-21,CORDLR002054,National Kavya Agro,Soil camp,SR081,KL-North-6,Payment follow-up,,20,same gps as prior visit,asked scheme support
CORACT00000108,2025-04-09,CORDLR001175,New Venkatesh Depot,Farmer meeting,SR069,KA-South-6,Order taken,2025-05-23,5,missing,new counter opened nearby
CORACT00000109,2024-08-02,CORDLR002884,Balaji Karthik Depot,Stock check,SR008,TN-East-3,Owner absent,17-Aug-24,20,same gps as prior visit,cash crunch
CORACT00000110,2025-11-22,CORDLR002158,United Ganesh Agro,Crop demo,SR006,TN-East-3,Payment follow-up,,10,manual,stockist dispute
CORACT00000111,2026-03-13,CORDLR000812,Modern Priya Distributors,Farmer meeting,SR017,TN-North-8,Payment follow-up,04/15/2026,60,missing,stockist dispute
CORACT00000112,10/10/2024,CORDLR001097,Ganesh Geetha Agro,Farmer meeting,SR033,KA-South-8,No order,2024-10-30,NA,same gps as prior visit,
CORACT00000113,2024-05-10,CORDLR000913,Shree Prakash Agro,Soil camp,SR079,TN-North-7,Stock checked,2024-06-24,15,OK,asked scheme support
CORACT00000114,05/21/2024,CORDLR002682,United Suresh Fertilisers,Drone demo,SR092,KA-North-3,Complaint raised,22/06/2024,60,OK,new counter opened nearby
CORACT00000115,2024-12-29,CORDLR000243,Sree Manoj Distributors,Crop demo,SR016,KL-West-3,Competitor push seen,2025-01-18,60,OK,cash crunch
CORACT00000116,2025-09-04,CORDLR000374,Shree Priya Agro,Crop demo,SR077,KA-South-6,Demo done,2025-10-15,30,manual,asked scheme support
CORACT00000117,2025-06-08,CORDLR002136,Prime Deepak Tyres,Farmer meeting,SR048,TN-East-5,Order taken,2025-06-17,30,missing,secondary sale low
CORACT00000118,2025-04-09,CORDLR000466,Metro Rafiq Corporation,Dealer visit,SR028,KA-Central-3,Owner absent,,10,manual,
CORACT00000119,2026-03-04,CORDLR002321,Royal Priya Distributors,Soil camp,SR010,AP-East-9,Complaint raised,2026-03-12,45,manual,stockist dispute
CORACT00000120,2025-01-04,CORDLR000038,Metro Prakash Distributors,Drone demo,SR001,TN-North-8,Demo done,2025-02-11,15,outside beat,shifted to competitor
CORACT00000121,20-May-24,CORDLR002344,Shree Hari Tyres,Crop demo,SR108,TS-North-4,Competitor push seen,2024-05-23,60,same gps as prior visit,
CORACT00000122,2024-09-17,CORDLR001746,Kaveri Lakshmi Corporation,Payment follow-up,SR076,KA-Central-1,Complaint raised,10-Oct-24,5,outside beat,stockist dispute
CORACT00000123,08/04/2025,CORDLR002264,MAHALAKSHMI ARUN AGRO,Farmer meeting,SR020,KA-West-5,Owner absent,,30,manual,secondary sale low
CORACT00000124,2025-03-06,CORDLR001044,United Sowmya Agro,Payment follow-up,SR129,KA-North-3,Demo done,2025-04-02,10,missing,shifted to competitor
CORACT00000125,2026-01-22,CORDLR000139,Prime Revathi Associates,Dealer visit,SR053,KL-South-4,Complaint raised,,30,OK,stockist dispute
CORACT00000126,2026-03-14,CORDLR001259,Shree Deepak Tyres,Payment follow-up,SR014,TN-West-2,Complaint raised,2026-03-17,5,outside beat,cash crunch
CORACT00000127,2026-02-08,CORDLR002939,Ganesh Rafiq Agro,Dealer visit,SR094,AP-North-5,Demo done,2026-02-23,45,same gps as prior visit,shifted to competitor
CORACT00000128,2024-05-20,CORDLR001667,ROYAL PRIYA TYRES,Payment follow-up,SR114,TS-East-5,No order,,30,same gps as prior visit,
CORACT00000129,2025-08-17,CORDLR001972,Star Geetha Associates,Farmer meeting,SR126,AP-West-9,Payment follow-up,14/09/2025,30,outside beat,new counter opened nearby
CORACT00000130,2025-06-27,CORDLR002663,Modern Chandra Enterprises,Drone demo,SR131,TN-East-3,Order taken,,20,OK,secondary sale low
CORACT00000131,2024-07-30,CORDLR002409,Vijaya Priya Tyres,Soil camp,SR129,TN-East-7,Complaint raised,2024-09-09,5,manual,stockist dispute
CORACT00000132,2024-12-02,CORDLR001088,CITY SOWMYA SALES,Stock check,SR008,AP-East-9,Order taken,,5,OK,shifted to competitor
CORACT00000133,2026-01-12,CORDLR000147,United Manoj Agro,Farmer meeting,SR121,PY-West-4,Order taken,2026-02-05,45,outside beat,
CORACT00000134,19/06/2024,CORDLR002346,Mahalakshmi Suresh Agro,Soil camp,SR068,AP-West-3,Competitor push seen,2024-07-15,10,manual,
CORACT00000135,2025-04-02,CORDLR002639,Kaveri Bala Traders,Payment follow-up,SR034,AP-Central-6,Payment follow-up,2025-05-16,NA,missing,cash crunch
CORACT00000136,2024-05-10,CORDLR000311,LUCKY HARI AGENCIES,Drone demo,SR037,KL-East-6,Demo done,2024-05-19,NA,outside beat,asked scheme support
CORACT00000137,2026-02-02,CORDLR000625,SHREE CHANDRA CORPORATION,Dealer visit,SR093,KA-South-8,Competitor push seen,2026-02-24,30,same gps as prior visit,
CORACT00000138,13/06/2024,CORDLR000839,Star Suresh Agro,Crop demo,SR049,KA-South-4,Order taken,2024-07-02,45,same gps as prior visit,stockist dispute
CORACT00000139,05/11/2025,CORDLR001472,Sri Ganesh Enterprises,Farmer meeting,SR022,KA-East-4,Demo done,,10,OK,
CORACT00000140,2025-05-24,CORDLR000859,Sri Ganesh Agro Main,Farmer meeting,SR098,TN-East-3,Payment follow-up,2025-07-03,30,same gps as prior visit,shifted to competitor
CORACT00000141,2025-09-30,CORDLR001240,Mahalakshmi Sowmya Traders Main,Crop demo,SR050,TS-East-2,Complaint raised,03/11/2025,5,outside beat,shifted to competitor
CORACT00000142,2025-05-23,CORDLR001208,Vijaya Jagan Services,Payment follow-up,SR057,TS-East-6,No order,2025-05-29,60,manual,cash crunch
CORACT00000143,08/22/2025,CORDLR000848,Sri Sowmya Agro,Farmer meeting,SR028,KA-Central-5,Stock checked,,20,outside beat,
CORACT00000144,2024-10-01,CORDLR001468,National Anand Depot,Crop demo,SR039,AP-North-8,Stock checked,2024-10-13,60,same gps as prior visit,shifted to competitor
CORACT00000145,2025-02-08,CORDLR001744,Vijaya Prakash Agro Main,Payment follow-up,SR100,TN-North-3,Stock checked,2025-03-01,20,OK,secondary sale low
CORACT00000146,2025-05-16,CORDLR000416,Modern Naveen Agro,Dealer visit,SR146,TS-West-2,Stock checked,2025-06-24,45,same gps as prior visit,cash crunch
CORACT00000147,2025-12-29,CORDLR002830,Vijaya Irfan Associates,Farmer meeting,SR025,KA-West-3,Stock checked,,5,missing,cash crunch
CORACT00000148,2025-08-05,CORDLR002175,PRIME YUSUF ENTERPRISES,Crop demo,SR051,TN-South-3,Complaint raised,,15,missing,cash crunch
CORACT00000149,2025-05-24,CORDLR000190,Ganesh Ganesh Agro,Stock check,SR064,AP-East-1,Stock checked,2025-06-26,15,missing,shifted to competitor
CORACT00000150,2025-12-27,CORDLR001034,Modern Kavya Depot,Dealer visit,SR107,AP-South-1,Competitor push seen,,NA,outside beat,
CORACT00000151,2024-04-14,CORDLR000272,National Lokesh Agro,Dealer visit,SR104,KA-Central-5,Complaint raised,2024-05-19,60,OK,stockist dispute
CORACT00000152,2025-07-22,CORDLR001319,Balaji Suresh Agro,Stock check,SR115,TN-North-9,Owner absent,,45,missing,stockist dispute
CORACT00000153,2024-05-13,CORDLR001933,Kaveri Prakash Enterprises,Crop demo,SR125,AP-West-7,Stock checked,2024-06-21,10,manual,secondary sale low
CORACT00000154,2025-04-07,CORDLR001976,Sri Bala Sales,Crop demo,SR134,TN-North-3,Order taken,,10,outside beat,new counter opened nearby
CORACT00000155,2026-01-18,CORDLR000280,Ganesh Karthik Distributors & Co,Farmer meeting,SR066,KA-West-6,Demo done,2026-02-08,20,OK,cash crunch
CORACT00000156,2026-01-12,CORDLR002059,Modern Suresh Agro,Drone demo,SR132,TN-West-7,Stock checked,20/02/2026,60,same gps as prior visit,
CORACT00000157,2026-03-11,CORDLR000046,Star Hari Fertilisers,Drone demo,SR134,KA-South-2,Order taken,2026-04-25,30,outside beat,asked scheme support
CORACT00000158,2024-12-13,CORDLR001805,City Manoj Paints,Crop demo,SR119,TS-South-9,Stock checked,,20,outside beat,shifted to competitor
CORACT00000159,2025-12-22,CORDLR000538,Sree Farida Agro,Dealer visit,SR071,TN-West-4,Complaint raised,2025-12-30,20,outside beat,shifted to competitor
CORACT00000160,06/12/2025,CORDLR001286,Star Farida Enterprises,Stock check,SR115,TS-South-5,Competitor push seen,2025-12-10,NA,outside beat,cash crunch
CORACT00000161,2025-11-15,CORDLR001602,City Deepak Associates,Stock check,SR106,TN-West-3,Order taken,2025-12-05,10,manual,stockist dispute
CORACT00000162,02/06/2024,CORDLR001982,Mahalakshmi Venkatesh Depot,Stock check,SR066,KA-West-8,Complaint raised,,20,same gps as prior visit,shifted to competitor
CORACT00000163,11/08/2024,CORDLR002927,Balaji Farida Agro,Soil camp,SR133,TS-South-3,Complaint raised,,20,outside beat,secondary sale low
CORACT00000164,2025-05-26,CORDLR002669,Royal Geetha Corporation,Payment follow-up,SR142,TN-West-1,Complaint raised,2025-06-03,NA,same gps as prior visit,asked scheme support
CORACT00000165,2025-07-16,CORDLR001679,Prime Senthil Services,Stock check,SR046,TS-South-6,Order taken,2025-07-28,10,same gps as prior visit,secondary sale low
CORACT00000166,2024-06-16,CORDLR000687,City Meena Agro,Crop demo,SR143,AP-East-9,Competitor push seen,2024-06-24,30,same gps as prior visit,cash crunch
CORACT00000167,2025-10-06,CORDLR000144,Kaveri Suresh Services,Drone demo,SR148,KL-East-5,Stock checked,2025-11-12,10,same gps as prior visit,cash crunch
CORACT00000168,2026-02-22,CORDLR001496,Kaveri Meena Traders,Dealer visit,SR044,TS-South-3,Payment follow-up,2026-03-23,30,OK,asked scheme support
CORACT00000169,2025-09-02,CORDLR002821,Kaveri Kavya Chemicals,Stock check,SR125,KA-North-7,Order taken,,10,manual,new counter opened nearby
CORACT00000170,2025-04-02,CORDLR002393,Prime Kavya Agro,Crop demo,SR108,KA-North-9,Competitor push seen,2025-05-09,20,manual,shifted to competitor
CORACT00000171,2024-08-12,CORDLR001669,Sree Naveen Agro,Dealer visit,SR011,AP-South-7,Complaint raised,,10,missing,secondary sale low
CORACT00000172,2024-11-12,CORDLR001871,Kaveri Senthil Tyres,Farmer meeting,SR027,TS-Central-8,Demo done,2024-12-24,15,manual,new counter opened nearby
CORACT00000173,2025-07-22,CORDLR000279,United Hari Agro,Drone demo,SR017,TN-South-3,No order,2025-08-13,30,same gps as prior visit,secondary sale low
CORACT00000174,2025-12-11,CORDLR001709,Lucky Bala Corporation,Dealer visit,SR048,KL-West-1,Stock checked,2025-12-19,30,manual,new counter opened nearby
CORACT00000175,2025-01-04,CORDLR000093,Shree Bala Hardware,Payment follow-up,SR068,TS-Central-2,Complaint raised,2025-01-28,60,missing,secondary sale low
CORACT00000176,2025-11-08,CORDLR002417,Mahalakshmi Deepak Agro,Payment follow-up,SR119,TN-North-6,Demo done,,30,same gps as prior visit,shifted to competitor
CORACT00000177,2024-06-04,CORDLR002333,Ganesh Lakshmi Hardware Pvt,Soil camp,SR058,KL-South-8,Complaint raised,2024-07-06,45,missing,stockist dispute
CORACT00000178,2026-02-16,CORDLR000441,Metro Jagan Sales,Farmer meeting,SR019,KA-West-5,Complaint raised,2026-03-13,20,same gps as prior visit,stockist dispute
