customer_id,customer_name,as_of_date,credit_limit,outstanding_amount,not_due_amount,days_1_30,days_31_60,days_61_90,days_90_plus,last_payment_date,block_flag,collector_note
CORDLR000023,Mahalakshmi Senthil Enterprises,31-Mar-26,0,12664.71,10088.40,893.69,356.07,152.05,153.97,27/10/2025,N,limit increase requested
CORDLR000024,Murugan Anand Services,2026-03-31,150000,53977.75,8039.30,13105.04,10857.89,3598.10,17411.55,2026-02-13,Y,cheque bounce
CORDLR000025,Balaji Yusuf Agro,2026-03-31,1200000,520314.95,244503.03,71114.68,88721.35,13880.46,11572.92,2025-10-01,N,claims adjusted
CORDLR000026,SREE DEEPAK AGRO,31/03/2026,50000,3143.82,1519.41,286.12,317.52,346.79,237.90,2025-12-21,N,
CORDLR000027,New Manoj Agro,2026-03-31,0,5004.67,3439.98,335.96,396.76,336.73,226.02,26-Jan-26,N,cheque bounce
CORDLR000028,Lucky Suresh Fertilisers,2026-03-31,750000,537222.04,260168.93,42235.49,69860.33,47005.86,91291.31,16/12/2025,N,claims adjusted
CORDLR000029,United Jagan Services,2026-03-31,0,7644.04,2818.23,988.06,1504.68,808.68,1994.05,2025-10-13,Y,
CORDLR000030,Star Lakshmi Tyres,2026-03-31,100000,74133.34,37439.19,7479.18,9748.24,7979.74,5443.87,2026-02-21,N,claims adjusted
CORDLR000031,Modern Revathi Chemicals,2026-03-31,100000,86115.27,70240.90,3682.53,2176.90,3456.56,5881.09,2025-10-18,Y,limit increase requested
CORDLR000032,Lucky Arun Chemicals,2026-03-31,1200000,898413.12,794337.89,20182.97,19616.38,16874.12,41769.71,2025-10-10,N,
CORDLR000033,Shree Yusuf Stores,2026-03-31,400000,459561.05,310181.39,46924.12,46934.69,10013.66,4675.38,03-Feb-26,N,limit increase requested
CORDLR000034,Kaveri Venkatesh Agro,03/31/2026,750000,265376.89,182477.35,28348.33,21562.76,17741.47,2250.53,2025-10-13,Y,claims adjusted
CORDLR000035,Sri Meena Agro,31/03/2026,75000,17139.92,12610.58,809.50,1532.72,703.07,619.13,2025-07-07,Y,claims adjusted
CORDLR000036,Metro Deepak Agro,31/03/2026,250000,66674.75,26608.43,9788.35,13776.43,3318.73,14351.13,16/02/2026,N,limit increase requested
CORDLR000037,Prime Hari Depot,2026-03-31,1200000,317694.63,274217.19,10663.78,12445.79,9618.84,1081.71,2026-01-17,N,owner not reachable
CORDLR000038,Metro Prakash Distributors,2026-03-31,50000,55211.45,29683.20,8017.48,5222.43,6273.48,5653.09,2026-03-11,N,limit increase requested
CORDLR000039,New Yusuf Agro,31/03/2026,1200000,428296.99,205960.51,54367.85,53850.11,23898.38,66111.81,2026-01-13,N,claims adjusted
CORDLR000040,MODERN NAVEEN AGRO,2026-03-31,1200000,420601.32,375098.81,14244.24,8114.82,9626.85,7399.67,2025-09-14,N,cheque bounce
CORDLR000041,New Meena Sales,2026-03-31,250000,286426.20,232056.77,15224.13,8953.42,6163.02,20516.28,2025-07-15,N,promised next week
CORDLR000042,Vijaya Sowmya Agro,2026-03-31,750000,175968.98,91102.42,27191.05,19898.17,17495.66,14425.16,2026-01-05,N,limit increase requested
CORDLR000043,National Manoj Agro,2026-03-31,1200000,316959.19,146618.06,38365.65,39831.11,14957.22,41551.12,03/19/2026,N,claims adjusted
CORDLR000044,Ganesh Karthik Fertilisers,31/03/2026,0,10311.84,4893.11,836.24,1062.79,917.08,300.95,2025-11-14,Y,owner not reachable
CORDLR000045,United Karthik Agro,2026-03-31,1200000,201856.12,163203.17,12765.52,6187.90,8811.56,10023.74,2025-10-17,Y,promised next week
CORDLR000046,Star Hari Fertilisers,2026-03-31,0,7813.30,5252.04,484.78,582.04,386.71,473.60,2026-01-15,N,
CORDLR000047,Metro Ganesh Fertilisers,2026-03-31,400000,368015.65,231129.89,45570.47,23337.41,27614.66,7234.01,2026-01-03,N,promised next week
CORDLR000048,Mahalakshmi Priya Associates,2026-03-31,400000,511805.86,415780.24,29807.22,25814.85,16188.41,36642.79,2025-07-20,Y,owner not reachable
CORDLR000049,Sree Bala Agro,2026-03-31,50000,26268.43,2667.22,7047.62,7810.28,3815.95,1684.01,2025-07-06,N,owner not reachable
CORDLR000050,City Karthik Agro,2026-03-31,0,2041.12,1439.46,110.27,144.69,48.02,81.48,2026-02-20,N,
CORDLR000051,Balaji Lokesh Agro,2026-03-31,150000,177592.27,121585.06,15628.65,18660.95,10877.18,17755.77,10/18/2025,Y,limit increase requested
CORDLR000052,Prime Priya Enterprises,2026-03-31,250000,20031.94,11466.80,2473.89,2842.74,1080.45,1864.61,14-Jul-25,Y,claims adjusted
CORDLR000053,Metro Chandra Agro,2026-03-31,75000,75322.99,28363.33,8858.19,7335.38,8696.01,1633.25,2026-02-17,Y,
CORDLR000054,Shree Yusuf Agro,2026-03-31,150000,44807.93,23154.33,6830.90,6011.73,1256.75,8877.31,2026-03-15,Y,owner not reachable
CORDLR000055,Mahalakshmi Chandra Corporation,03/31/2026,250000,257981.99,199975.66,20118.51,10649.22,12007.96,1840.82,09-Aug-25,N,cheque bounce
CORDLR000056,National Rafiq Corporation,2026-03-31,150000,169148.26,155252.85,3329.89,4189.29,1074.22,1619.88,23/02/2026,N,cheque bounce
CORDLR000057,Prime Meena Agro,2026-03-31,400000,142117.05,85427.10,12901.31,13046.24,11417.92,10588.64,2025-12-21,Y,cheque bounce
CORDLR000058,Star Jagan Traders,2026-03-31,50000,46741.26,42114.29,1559.36,1506.43,361.41,899.56,2025-11-23,Y,limit increase requested
CORDLR000059,Ganesh Senthil Sales,2026-03-31,400000,393623.48,313061.68,19727.00,14273.16,4201.38,36070.20,2025-10-27,N,promised next week
CORDLR000060,Star Lakshmi Tyres,2026-03-31,75000,60499.04,31246.63,8992.14,4020.51,4787.75,12536.44,11/01/2026,N,claims adjusted
CORDLR000061,United Suresh Associates Main,2026-03-31,50000,6878.15,6524.68,123.39,77.20,24.99,17.38,2026-01-24,Y,owner not reachable
CORDLR000062,Shree Hari Agro,2026-03-31,1200000,179032.71,139392.75,10634.38,10634.29,8786.91,7744.05,2025-08-02,Y,claims adjusted
CORDLR000063,National Irfan Depot,2026-03-31,750000,538347.12,448651.61,18485.40,24758.13,13942.33,31656.26,2025-12-04,Y,cheque bounce
CORDLR000064,Modern Revathi Paints,31/03/2026,100000,120814.03,88901.76,8146.94,6144.09,6673.96,9420.32,2025-12-17,N,cheque bounce
CORDLR000065,National Arun Agencies,2026-03-31,1200000,1540608.58,1030409.17,175142.12,171870.46,83645.70,201562.30,2025-12-27,N,owner not reachable
CORDLR000066,Kaveri Sowmya Agro,2026-03-31,0,19717.88,16134.28,587.84,634.83,356.37,1403.73,2026-03-24,N,limit increase requested
CORDLR000067,Mahalakshmi Jagan Agro,2026-03-31,75000,52398.70,37970.06,4524.92,3346.46,3131.31,4543.15,2026-02-13,N,limit increase requested
CORDLR000068,United Lakshmi Paints,2026-03-31,250000,189976.59,23833.02,57804.53,31853.61,21641.77,36689.99,08/29/2025,Y,cheque bounce
CORDLR000069,Modern Geetha Mart,2026-03-31,100000,31519.78,21158.19,2344.82,1675.35,1321.17,1669.23,2026-03-05,Y,promised next week
CORDLR000070,Star Venkatesh Enterprises,31-Mar-26,400000,435708.64,212125.03,72239.39,27121.75,32862.56,8485.08,25-Feb-26,Y,
CORDLR000071,PRIME LOKESH AGRO,2026-03-31,400000,412932.41,191310.04,56934.25,75155.30,21098.07,46987.05,2026-03-30,N,cheque bounce
CORDLR000072,United Lakshmi Agro,2026-03-31,150000,81451.14,27567.55,18303.57,9322.37,9271.41,23639.50,12/11/2025,N,limit increase requested
CORDLR000073,City Yusuf Stores,2026-03-31,50000,9461.47,5018.78,1145.92,780.60,286.15,343.05,15-Dec-25,N,claims adjusted
CORDLR000074,Sri Revathi Agro,2026-03-31,750000,642960.14,546281.82,18476.75,30420.51,22771.69,36093.64,02-Jul-25,N,owner not reachable
CORDLR000075,Murugan Arun Stores,2026-03-31,0,20138.98,9813.06,3278.31,3103.09,689.12,3454.30,2025-07-08,N,cheque bounce
CORDLR000076,Balaji Bala Agro,2026-03-31,250000,45424.92,21763.37,7834.98,8273.63,4845.57,3882.86,2026-03-31,N,cheque bounce
CORDLR000077,Star Ganesh Associates,2026-03-31,50000,58508.28,46563.86,1878.85,3034.44,2321.07,5060.00,2025-09-10,N,limit increase requested
CORDLR000078,Ganesh Yusuf Agro,2026-03-31,100000,126576.12,79126.91,9349.02,8298.60,3420.27,20494.54,2026-01-16,Y,promised next week
CORDLR000079,Modern Karthik Agro,2026-03-31,1200000,1350715.62,752044.17,158275.24,158506.99,45881.30,80081.47,15-Aug-25,Y,owner not reachable
CORDLR000080,City Anand Agencies,03/31/2026,1200000,1181376.77,817005.59,57845.06,55557.04,77198.35,103258.06,2025-10-28,N,cheque bounce
CORDLR000081,United Jagan Enterprises,2026-03-31,250000,251184.05,152078.18,34223.07,31382.10,6807.14,36444.18,2025-07-09,N,limit increase requested
CORDLR000082,Prime Senthil Agro,2026-03-31,250000,302166.15,259667.68,13351.44,8469.96,4128.95,7341.18,03/07/2025,N,
CORDLR000083,Lucky Geetha Agro,03/31/2026,250000,200960.32,165493.90,9277.60,8740.15,7614.73,9395.40,2026-02-21,N,
CORDLR000084,United Priya Services,2026-03-31,0,9602.52,7393.02,334.78,559.92,339.18,781.95,2026-02-28,N,cheque bounce
CORDLR000085,Vijaya Prakash Depot,2026-03-31,750000,134262.52,35537.04,17359.50,28660.40,18915.62,32893.23,2026-01-11,Y,cheque bounce
CORDLR000086,National Farida Agencies,2026-03-31,750000,673624.92,252448.93,97086.33,118634.04,79797.87,27203.06,2025-12-30,Y,promised next week
CORDLR000087,Royal Venkatesh Agro,2026-03-31,400000,149460.67,83648.85,17806.84,19514.31,8498.54,7852.33,2025-09-15,N,owner not reachable
CORDLR000088,Sree Geetha Agro,2026-03-31,750000,56042.82,33949.61,4032.09,6780.39,4390.29,6530.90,2026-01-10,N,owner not reachable
CORDLR000089,Lucky Anand Agro,2026-03-31,150000,80690.71,71531.73,2164.65,2858.55,1306.89,2640.59,13/09/2025,N,limit increase requested
CORDLR000090,Sree Jagan Chemicals,03/31/2026,75000,21779.78,2139.98,3987.42,3161.49,3861.57,2781.25,2025-09-16,Y,promised next week
CORDLR000091,SRI MEENA ENTERPRISES,2026-03-31,750000,98444.78,45493.10,15760.80,6554.15,11129.73,4589.30,2026-01-20,N,cheque bounce
CORDLR000092,Lucky Senthil Services,2026-03-31,150000,36300.25,19282.45,4084.23,4929.15,1375.43,2537.14,2026-03-07,N,owner not reachable
CORDLR000093,Shree Bala Hardware,2026-03-31,50000,47850.73,39174.98,2820.96,2816.78,1446.48,3228.06,2025-08-11,N,owner not reachable
CORDLR000094,Lucky Anand Agro,2026-03-31,50000,43028.78,24083.18,3387.54,5401.02,2372.18,7739.88,2025-08-24,N,owner not reachable
CORDLR000095,Star Arun Agro,2026-03-31,50000,28436.97,24445.66,1119.54,691.45,682.22,1453.85,2025-07-06,N,limit increase requested
CORDLR000096,United Kavya Depot,2026-03-31,0,23386.17,11681.56,1841.29,3791.00,2640.71,4772.05,2025-09-16,N,claims adjusted
CORDLR000097,Balaji Kavya Agro,2026-03-31,100000,5616.56,4913.47,207.09,170.20,158.73,243.86,2025-08-10,N,claims adjusted
CORDLR000098,Modern Lakshmi Agro,31/03/2026,250000,235385.14,138482.90,26803.67,20828.62,14693.65,25772.44,2025-11-07,Y,owner not reachable
CORDLR000099,Prime Priya Agro,2026-03-31,750000,652508.34,443934.43,55077.08,69592.43,25595.46,7406.50,2025-11-10,N,
CORDLR000100,Lucky Deepak Agro,2026-03-31,400000,228247.34,193423.47,11014.35,9991.41,4448.86,3429.30,2025-10-06,N,
CORDLR000101,Balaji Manoj Agro,31/03/2026,250000,38172.53,7725.82,8223.08,7992.36,3255.58,11222.07,2025-07-07,Y,promised next week
CORDLR000102,Prime Revathi Chemicals,2026-03-31,250000,325959.81,32972.30,84806.59,39868.63,42603.73,27303.40,2026-01-07,Y,promised next week
CORDLR000103,Vijaya Kavya Agro,2026-03-31,250000,150663.95,81850.14,20849.33,17978.32,13522.76,6182.35,2025-10-01,N,cheque bounce
CORDLR000104,Star Suresh Mart,2026-03-31,0,1276.43,934.56,113.76,69.97,73.25,46.11,2026-01-07,N,
CORDLR000105,National Deepak Traders,2026-03-31,400000,158483.99,142956.75,3529.05,1958.89,3307.62,551.74,2026-02-23,N,owner not reachable
CORDLR000106,Ganesh Anand Depot,31/03/2026,1200000,510571.30,472519.34,6760.69,8612.56,5692.83,2940.65,2026-02-12,N,owner not reachable
CORDLR000107,Royal Karthik Hardware,31/03/2026,750000,243930.93,209127.26,9730.55,11391.83,2687.02,5048.25,18-Nov-25,N,owner not reachable
CORDLR000108,Ganesh Ganesh Paints,2026-03-31,75000,44523.81,27216.00,4208.80,3716.86,3029.16,3718.09,2025-09-19,Y,limit increase requested
CORDLR000109,United Prakash Chemicals,2026-03-31,1200000,823455.94,781987.37,8811.93,11182.97,6379.95,10149.76,11/02/2025,N,cheque bounce
CORDLR000110,Sri Kavya Associates,2026-03-31,250000,269016.67,230388.11,11742.37,12072.59,7029.92,17182.79,22/12/2025,N,
CORDLR000111,Royal Manoj Agro,2026-03-31,50000,54068.88,49398.68,1413.41,1181.65,859.22,825.11,2026-01-14,N,
CORDLR000112,United Deepak Agencies,03/31/2026,75000,99889.91,62373.57,6346.45,6942.72,3259.20,1773.01,2025-10-04,N,
CORDLR000113,Prime Lakshmi Services,2026-03-31,250000,131459.55,34755.29,31976.05,28849.69,14725.31,35932.69,2025-12-05,N,
CORDLR000114,Prime Revathi Agro,31-Mar-26,400000,163107.61,100916.88,19878.98,11936.04,4412.92,10376.82,2025-12-29,Y,claims adjusted
CORDLR000115,Mahalakshmi Farida Agro,2026-03-31,0,12264.89,6881.56,1326.23,937.42,349.78,1556.97,2025-11-01,N,claims adjusted
CORDLR000116,Star Arun Agro,2026-03-31,75000,21790.32,12275.01,2310.46,2834.23,1531.55,1924.37,2025-08-17,N,promised next week
CORDLR000117,Balaji Prakash Agencies,2026-03-31,0,24222.16,17162.54,1682.63,1300.18,363.75,2420.43,05/08/2025,N,claims adjusted
CORDLR000118,Kaveri Priya Stores,2026-03-31,1200000,450942.82,224139.25,69638.43,73836.85,15453.59,8788.45,2025-08-20,N,cheque bounce
CORDLR000119,Sree Bala Agro Ltd,2026-03-31,100000,125857.92,99664.36,8119.45,6484.00,3579.58,6165.98,2025-12-23,Y,limit increase requested
CORDLR000120,Metro Irfan Agencies,2026-03-31,150000,119289.18,65171.43,14952.36,13904.87,3841.76,4699.28,24-Mar-26,N,owner not reachable
CORDLR000121,Prime Farida Agro,2026-03-31,150000,149372.81,94367.29,9847.39,17326.76,6376.28,10122.76,2026-02-08,N,claims adjusted
CORDLR000122,United Senthil Agro,2026-03-31,150000,102783.36,69088.55,7502.73,10010.45,7031.60,11449.69,19/10/2025,Y,claims adjusted
CORDLR000123,United Ganesh Agro,03/31/2026,750000,275459.53,236208.79,10727.69,9154.08,2316.79,13785.75,2025-08-07,Y,claims adjusted
CORDLR000124,CITY IRFAN AGRO,2026-03-31,50000,62107.32,49073.00,2554.41,3159.35,2367.45,4424.78,2025-07-07,N,owner not reachable
CORDLR000125,Prime Yusuf Agro,2026-03-31,75000,31242.23,21522.99,1546.79,3397.47,1700.10,4241.66,2025-10-30,N,promised next week
CORDLR000126,National Rafiq Agencies,2026-03-31,0,19706.15,11413.30,2059.74,1938.27,1210.29,3200.84,09/27/2025,N,limit increase requested
CORDLR000127,Metro Geetha Stores,2026-03-31,400000,165765.78,84061.60,13929.07,20114.61,19421.71,18248.03,2026-02-16,N,claims adjusted
CORDLR000128,SRI REVATHI SALES,2026-03-31,750000,545216.32,212758.39,74778.86,66896.09,60622.68,43671.48,2026-01-31,N,
CORDLR000129,Vijaya Arun Mart,2026-03-31,100000,52593.21,45792.00,1509.31,1011.38,640.64,303.93,09/21/2025,N,promised next week
CORDLR000130,Royal Farida Distributors,2026-03-31,1200000,282628.61,158052.09,19932.45,25439.97,17174.11,3591.76,2026-01-15,N,claims adjusted
CORDLR000131,Sree Arun Hardware,2026-03-31,750000,345337.70,266134.74,25152.44,18386.89,16316.31,26868.68,2025-09-14,N,claims adjusted
CORDLR000132,New Sanjay Agro,2026-03-31,75000,94372.54,48714.82,15478.17,12360.69,10993.41,10082.09,2025-08-24,N,claims adjusted
CORDLR000133,Metro Naveen Agro,31-Mar-26,400000,311846.53,144093.36,27748.11,38307.40,20911.17,44136.37,2026-01-12,N,claims adjusted
CORDLR000134,Royal Priya Sales,03/31/2026,1200000,487645.03,316181.91,47641.06,41952.87,8967.18,29526.24,2025-07-17,N,claims adjusted
CORDLR000135,National Farida Agro,2026-03-31,50000,58421.05,51007.20,1948.85,1131.16,420.53,1348.57,2025-12-05,Y,promised next week
CORDLR000136,Mahalakshmi Revathi Distributors,2026-03-31,1200000,1004617.39,266860.79,143757.30,133258.97,127526.81,167808.03,02/01/2026,Y,owner not reachable
CORDLR000137,Prime Geetha Mart,2026-03-31,50000,41363.17,19361.53,4556.36,5912.22,2710.30,7487.58,2026-02-15,N,owner not reachable
CORDLR000138,Prime Venkatesh Agro,2026-03-31,75000,84897.22,10390.83,16359.96,22083.02,14049.89,14109.85,2025-09-21,N,promised next week
CORDLR000139,Prime Revathi Associates,2026-03-31,150000,160397.85,131230.26,6966.51,4801.75,1727.64,10111.08,2025-11-27,N,cheque bounce
CORDLR000140,Balaji Deepak Mart,2026-03-31,250000,313422.31,269372.85,15151.76,15277.20,6402.11,19278.90,2025-12-21,N,claims adjusted
CORDLR000141,Kaveri Anand Paints,31-Mar-26,250000,191672.98,136297.68,13280.84,15322.55,13333.72,16831.41,10/19/2025,N,limit increase requested
CORDLR000142,Shree Geetha Depot,2026-03-31,50000,66216.01,45162.82,4702.34,5646.99,3648.40,5300.21,2025-11-03,N,
CORDLR000143,Lucky Naveen Agro,2026-03-31,75000,99297.50,89166.57,1951.14,1883.91,2263.62,3180.63,2025-10-08,N,
CORDLR000144,Kaveri Suresh Services,2026-03-31,0,1556.06,862.22,120.47,191.27,46.75,177.86,2025-08-27,N,cheque bounce
CORDLR000145,Royal Sanjay Paints,2026-03-31,0,5660.15,3000.29,864.32,690.59,309.28,495.97,2025-12-02,N,limit increase requested
CORDLR000146,Mahalakshmi Lakshmi Paints,2026-03-31,75000,31922.95,16371.59,3993.31,4451.98,2538.97,2613.32,2025-07-14,N,promised next week
CORDLR000147,United Manoj Agro,31-Mar-26,750000,960039.76,805573.18,35646.47,21720.58,37371.37,66720.58,2025-10-31,N,owner not reachable
CORDLR000148,Shree Deepak Agro,2026-03-31,250000,332314.29,183258.58,22566.81,26788.67,31364.36,31804.97,2025-09-01,Y,promised next week
CORDLR000149,CITY LAKSHMI TYRES,31/03/2026,1200000,495135.05,116197.77,115596.50,116636.84,61247.90,19927.84,2026-02-21,N,claims adjusted
CORDLR000150,Sri Sowmya Agro,2026-03-31,100000,59293.11,42298.08,5279.31,4307.55,1460.40,1904.72,2025-10-04,N,claims adjusted
CORDLR000151,Sree Priya Agencies,2026-03-31,400000,180102.89,130024.34,11912.52,10303.08,4459.83,6761.13,10/24/2025,N,limit increase requested
CORDLR000152,Star Karthik Distributors,2026-03-31,150000,92751.64,70063.11,5454.91,7272.75,4765.83,4827.02,2026-01-10,N,
CORDLR000153,Sree Venkatesh Hardware,2026-03-31,150000,192697.68,175614.10,3716.01,3377.04,2913.07,3050.51,2025-08-07,Y,cheque bounce
CORDLR000154,Sree Ganesh Stores,2026-03-31,1200000,1546662.78,1322456.94,45066.70,47475.40,49831.61,16550.28,2026-03-17,N,promised next week
CORDLR000155,SRI Priya Associates,2026-03-31,750000,879384.11,396226.51,117076.46,86263.80,96785.49,96374.90,2025-11-11,Y,owner not reachable
CORDLR000156,Shri Senthil Paints,2026-03-31,50000,23774.11,16726.90,2217.68,2020.80,1223.31,1865.07,2026-01-07,N,owner not reachable
CORDLR000157,Mahalakshmi Chandra Agro,2026-03-31,0,15754.79,2955.77,2799.07,4447.51,2467.36,1212.68,2026-02-18,N,cheque bounce
CORDLR000158,City Prakash Tyres,2026-03-31,75000,58791.08,55301.30,1214.80,616.96,652.23,1366.79,2025-09-10,N,claims adjusted
CORDLR000159,Star Revathi Agro,2026-03-31,50000,63177.54,58207.37,746.52,751.98,446.14,188.87,2025-12-04,Y,owner not reachable
CORDLR000160,Sri Karthik Services,2026-03-31,0,7437.92,5425.27,649.65,668.81,433.46,879.84,2026-01-06,N,promised next week
CORDLR000161,Kaveri Lokesh Agro,31-Mar-26,250000,244516.29,181616.88,13384.67,15130.14,14763.86,27661.76,2025-08-06,N,promised next week
CORDLR000162,City Karthik Stores,2026-03-31,750000,842428.88,620628.77,42593.08,28280.49,46189.81,95009.91,2026-01-25,N,limit increase requested
CORDLR000163,Royal Senthil Traders,31-Mar-26,150000,165935.85,111817.04,14975.09,16939.37,9458.17,20450.47,2025-11-25,N,promised next week
CORDLR000164,Sri Priya Chemicals,2026-03-31,0,17851.17,12122.39,1565.94,1848.83,349.64,2329.51,2025-12-03,N,owner not reachable
CORDLR000165,Sree Ganesh Fertilisers Pvt,2026-03-31,50000,19196.22,14710.60,811.70,905.32,909.14,834.46,2025-12-03,Y,promised next week
CORDLR000166,Sri Yusuf Agencies,03/31/2026,150000,61023.49,31371.20,9967.78,4020.13,4160.40,4168.82,2025-10-25,N,
CORDLR000167,ROYAL FARIDA AGRO,2026-03-31,250000,254790.95,144857.37,28920.34,19220.41,26765.88,14889.93,23/01/2026,Y,cheque bounce
CORDLR000168,Prime Anand Stores,2026-03-31,150000,163320.51,81154.58,27005.87,25292.25,5056.85,27917.85,2026-02-09,N,promised next week
CORDLR000169,United Revathi Agro,2026-03-31,75000,22723.60,14225.74,2247.80,1746.37,1282.53,3049.19,2025-09-08,N,promised next week
CORDLR000170,Star Meena Fertilisers,2026-03-31,400000,506771.84,394613.58,33848.97,36564.62,15568.37,37864.66,09/03/2025,N,claims adjusted
CORDLR000171,Kaveri Sowmya Agro,2026-03-31,0,11944.60,8266.49,840.75,506.26,482.13,943.82,22/01/2026,Y,promised next week
CORDLR000172,Star Manoj Agro,2026-03-31,0,12081.41,3132.97,2233.65,1957.65,508.18,3840.06,2026-03-31,N,claims adjusted
CORDLR000173,Sree Irfan Stores,2026-03-31,150000,94239.35,46827.36,7604.92,15545.56,11148.07,5970.72,2025-08-12,N,cheque bounce
CORDLR000174,City Deepak Services,2026-03-31,750000,251242.08,120387.06,33226.56,37798.77,22668.34,13193.35,2025-11-23,N,promised next week
CORDLR000175,Sree Priya Services,2026-03-31,50000,37252.69,30394.23,2103.67,1983.13,493.98,2088.74,2025-08-31,N,claims adjusted
CORDLR000176,Royal Chandra Agencies,31-Mar-26,250000,34853.26,15901.12,3814.93,6359.42,2818.45,2812.98,26/02/2026,N,cheque bounce
CORDLR000177,Prime Sanjay Depot,2026-03-31,250000,86522.75,75576.32,2358.29,3632.89,1255.66,4587.12,2025-11-10,N,claims adjusted
CORDLR000178,Balaji Senthil Tyres,31-Mar-26,250000,117580.71,95609.28,4338.55,4536.68,3875.96,2544.32,2026-02-06,N,cheque bounce
CORDLR000179,NATIONAL REVATHI ENTERPRISES,2026-03-31,0,409.66,332.96,25.83,22.72,7.49,15.80,2025-09-07,N,claims adjusted
CORDLR000180,Star Karthik Agro,31-Mar-26,100000,14699.88,11618.57,723.38,1052.22,180.12,1240.08,2025-12-09,N,promised next week
CORDLR000181,Royal Chandra Agencies,2026-03-31,50000,59776.98,35012.36,5128.37,7891.98,4357.10,590.68,2025-08-11,N,owner not reachable
CORDLR000182,National Yusuf Mart,2026-03-31,150000,96498.79,54332.37,11262.90,14317.16,9401.50,10143.39,2026-03-14,N,limit increase requested
CORDLR000183,National Karthik Agro,2026-03-31,100000,128968.50,103242.92,4067.08,8666.46,4370.72,10484.45,2026-02-15,N,
CORDLR000184,Shree Naveen Chemicals,31/03/2026,150000,87688.64,73485.58,3245.53,3334.65,2981.93,5120.06,2025-10-13,N,claims adjusted
CORDLR000185,Star Venkatesh Hardware,2026-03-31,750000,964573.14,860539.40,29401.23,17287.09,21652.08,41130.76,2025-09-28,Y,promised next week
CORDLR000186,Kaveri Revathi Agencies,2026-03-31,150000,141191.62,81711.60,9499.85,12075.43,3378.19,5598.54,24-Mar-26,N,cheque bounce
