customer_id,customer_name,as_of_date,credit_limit,outstanding_amount,not_due_amount,days_1_30,days_31_60,days_61_90,days_90_plus,last_payment_date,block_flag,collector_note
ASPDLR000114,New Naveen Traders,2026-03-31,750000,614197.40,577893.32,11418.86,12083.25,2031.46,1731.30,01/01/2026,Y,cheque bounce
ASPDLR000115,Modern Farida Paints,2026-03-31,750000,518418.75,465081.96,12021.40,11161.38,9246.97,10087.15,2025-10-07,N,promised next week
ASPDLR000116,Mahalakshmi Naveen Mart,2026-03-31,250000,218860.30,101347.66,21750.77,27710.89,8771.59,6850.95,2026-03-22,N,limit increase requested
ASPDLR000117,Prime Kavya Distributors,2026-03-31,1200000,1032035.33,514327.56,107582.65,114462.87,29615.03,224762.66,07/02/2026,N,claims adjusted
ASPDLR000118,Murugan Geetha Agencies,2026-03-31,750000,78919.39,53977.05,6876.96,3735.04,5224.09,8462.97,2026-02-06,N,claims adjusted
ASPDLR000119,KAVERI IRFAN FERTILISERS,2026-03-31,7500000,3703339.52,3418794.53,63999.90,97364.16,62764.80,97276.73,2026-02-01,N,limit increase requested
ASPDLR000120,Lucky Suresh Agro,31/03/2026,250000,197814.22,101338.18,31814.42,14100.51,12872.95,27112.19,2025-12-26,Y,promised next week
ASPDLR000121,VIJAYA REVATHI FERTILISERS,2026-03-31,750000,589620.61,355973.89,50594.71,80009.35,14393.85,102035.38,31/01/2026,Y,promised next week
ASPDLR000122,Sri Yusuf Stores,03/31/2026,7500000,6608646.44,3868061.55,533506.16,350168.95,414586.62,765976.38,2026-01-09,Y,claims adjusted
ASPDLR000123,National Kavya Paints,2026-03-31,500000,668901.41,614417.57,16711.19,7904.72,5262.54,15999.56,2025-11-28,N,cheque bounce
ASPDLR000124,Balaji Sanjay Chemicals,2026-03-31,1200000,1219755.09,933497.03,79397.26,75633.06,51864.06,46207.86,2026-02-19,N,limit increase requested
ASPDLR000125,Kaveri Irfan Associates,2026-03-31,250000,71966.83,48181.22,4516.12,7186.95,3071.28,2726.92,2025-10-10,N,cheque bounce
ASPDLR000126,Metro Geetha Paints,2026-03-31,5000000,2460410.46,1596958.36,147016.86,174196.59,199603.59,96189.01,2025-11-25,N,cheque bounce
ASPDLR000127,Modern Deepak Paints,2026-03-31,500000,311713.73,282829.48,9691.19,7697.53,5471.99,10744.94,2026-02-23,Y,cheque bounce
ASPDLR000128,Murugan Sowmya Agencies,2026-03-31,500000,299300.49,62638.63,51413.71,63120.75,19888.01,46811.01,2025-10-08,Y,cheque bounce
ASPDLR000129,Royal Kavya Services,2026-03-31,3500000,3675226.48,2351686.16,203788.30,262467.44,93248.65,200005.28,09/09/2025,Y,limit increase requested
ASPDLR000130,Modern Jagan Depot,2026-03-31,250000,300231.23,218977.61,22195.51,16525.90,16000.27,20562.20,02/11/2026,Y,owner not reachable
ASPDLR000131,New Anand Stores,2026-03-31,500000,81525.21,47114.59,7933.76,7178.59,6472.47,4981.67,2025-09-08,Y,limit increase requested
ASPDLR000132,New Karthik Corporation,31/03/2026,7500000,7179563.17,3645146.85,763385.00,621295.20,680560.91,388861.01,2026-01-17,N,claims adjusted
ASPDLR000133,Sree Sowmya Mart,2026-03-31,750000,575617.75,282778.44,46019.43,60239.22,53849.53,99315.65,07-Feb-26,N,promised next week
ASPDLR000134,Lucky Arun Paints,31-Mar-26,500000,635097.47,324527.63,53020.18,51554.08,69941.00,74481.89,2025-08-16,N,cheque bounce
ASPDLR000135,New Naveen Paints,03/31/2026,7500000,5399622.99,3345766.33,656886.83,650401.18,293293.61,612350.62,10/07/2025,N,promised next week
ASPDLR000136,Modern Sanjay Agro,2026-03-31,250000,142493.95,100869.64,9770.40,6623.12,9910.29,2505.07,2025-08-28,N,cheque bounce
ASPDLR000137,Prime Sowmya Paints Pvt,2026-03-31,7500000,4532216.22,2265788.37,361746.50,776404.06,558846.42,678365.38,2026-01-16,N,owner not reachable
ASPDLR000138,Murugan Sanjay Paints,03/31/2026,5000000,3002075.93,1967512.84,357192.66,275497.65,161756.04,226301.38,2025-08-10,Y,claims adjusted
ASPDLR000139,Vijaya Farida Services,2026-03-31,2000000,413591.12,217797.30,48926.50,44139.29,14838.67,39357.05,21/01/2026,N,cheque bounce
ASPDLR000140,Lucky Geetha Paints,2026-03-31,1200000,1384190.01,641357.89,189304.88,249028.21,127741.62,219240.42,2026-01-23,Y,cheque bounce
ASPDLR000141,National Anand Paints Ltd,31-Mar-26,250000,49096.15,26643.68,4026.82,3812.69,2477.21,6393.87,2025-08-10,N,
ASPDLR000142,Sri Lokesh Paints,2026-03-31,5000000,6555944.50,3781553.54,844417.07,643950.29,423656.27,992151.39,21/08/2025,N,promised next week
ASPDLR000143,Star Suresh Stores,2026-03-31,2000000,2464806.99,1994383.91,89126.23,142301.95,81255.24,140029.01,2026-02-10,Y,
ASPDLR000144,VIJAYA PRAKASH ASSOCIATES,2026-03-31,2000000,190717.18,142901.18,16169.37,8368.51,4920.24,11309.69,2025-10-30,N,cheque bounce
ASPDLR000145,Metro Farida Corporation,31-Mar-26,1200000,1421130.96,987340.32,145117.18,64035.49,53370.98,78448.54,21/10/2025,N,cheque bounce
ASPDLR000146,New Geetha Associates,03/31/2026,750000,100777.37,72627.74,5836.77,9197.89,1784.18,10302.82,2025-12-30,N,promised next week
ASPDLR000147,Shree Lakshmi Paints,2026-03-31,1200000,1140391.41,766614.64,112252.25,55353.81,35069.43,151890.20,2025-09-17,Y,limit increase requested
ASPDLR000148,KAVERI IRFAN CHEMICALS,2026-03-31,1200000,1198522.43,613904.87,201143.12,117265.26,30419.91,163641.48,2025-11-28,N,cheque bounce
ASPDLR000149,United Kavya Enterprises,2026-03-31,1200000,1101755.31,610697.93,74778.53,83684.25,119267.14,63656.57,2025-11-02,N,promised next week
ASPDLR000150,New Geetha Associates,2026-03-31,250000,115370.80,47018.65,23534.40,22244.85,10042.84,26282.48,2025-12-26,Y,
ASPDLR000151,Prime Naveen Paints,31/03/2026,1200000,393717.31,212184.05,45834.62,30860.85,29034.82,63863.64,2026-02-14,N,cheque bounce
ASPDLR000152,Ganesh Deepak Mart,2026-03-31,1200000,369157.74,272670.74,29059.11,28801.86,21909.96,28150.59,2025-12-22,N,
ASPDLR000153,Ganesh Revathi Hardware,2026-03-31,250000,245065.40,222773.11,5875.22,5542.36,1181.67,6476.15,2026-02-20,N,owner not reachable
ASPDLR000154,Sri Irfan Associates,2026-03-31,7500000,8155483.48,6727514.50,350053.32,357944.61,331135.72,502729.03,2026-02-24,N,
ASPDLR000155,Kaveri Lokesh Paints,2026-03-31,750000,602090.25,382816.52,68321.55,73007.21,54775.01,84114.80,2025-12-12,N,limit increase requested
ASPDLR000156,United Irfan Traders,2026-03-31,500000,533715.27,358057.23,27943.86,52834.87,41429.92,6148.51,2025-10-23,N,promised next week
ASPDLR000157,National Irfan Paints,03/31/2026,5000000,855234.99,806980.22,13901.02,10505.29,11858.02,9353.50,2025-10-02,N,owner not reachable
ASPDLR000158,Lucky Arun Paints,31/03/2026,750000,739660.10,471593.24,48674.38,84146.80,58026.11,25316.74,01/17/2026,N,
ASPDLR000159,City Irfan Paints,2026-03-31,7500000,1594705.87,1359099.13,37485.77,42528.97,38251.23,19283.52,2025-11-16,N,promised next week
ASPDLR000160,Metro Arun Paints,31/03/2026,1200000,183358.49,131699.64,17752.29,10672.02,3647.96,9423.95,2025-07-05,N,
ASPDLR000161,Sri Sowmya Paints,2026-03-31,750000,163311.21,104292.05,9589.37,9547.01,11949.93,14641.96,2025-10-09,N,limit increase requested
ASPDLR000162,Lucky Hari Paints,03/31/2026,5000000,5762404.80,4002780.29,338127.03,604751.79,93461.22,247939.65,2025-09-06,Y,owner not reachable
ASPDLR000163,KAVERI JAGAN TRADERS,2026-03-31,500000,614391.92,329045.59,60909.64,52886.60,57181.09,112324.86,2026-02-18,N,promised next week
ASPDLR000164,City Suresh Traders,2026-03-31,1200000,787831.84,624029.81,27769.36,37434.34,12407.03,70238.66,2025-10-28,Y,promised next week
ASPDLR000165,New Anand Services,2026-03-31,2000000,1021448.17,848863.26,28506.28,36729.31,22959.19,15598.30,2025-07-13,N,cheque bounce
ASPDLR000166,NATIONAL BALA HARDWARE,03/31/2026,2000000,812145.54,498994.71,72629.90,88078.81,39107.96,17658.52,2025-08-26,Y,owner not reachable
ASPDLR000167,New Karthik Paints,2026-03-31,5000000,5862648.07,4686959.15,357902.82,152480.25,188203.07,407491.97,03/08/2025,N,owner not reachable
ASPDLR000168,SRI VENKATESH CORPORATION,2026-03-31,2000000,459930.36,103801.62,99764.30,91193.39,84203.41,14785.66,2026-01-10,N,promised next week
ASPDLR000169,Murugan Chandra Paints,03/31/2026,2000000,2437124.64,2207058.96,56624.88,62596.49,43653.50,37202.73,05/03/2026,N,promised next week
ASPDLR000170,Murugan Chandra Corporation,2026-03-31,3500000,4491302.66,2106458.36,680906.28,781160.89,572445.24,977812.39,2026-02-11,N,promised next week
ASPDLR000171,Lucky Lakshmi Corporation,2026-03-31,750000,576188.60,466079.33,30180.31,33173.69,26210.74,23717.37,2025-11-20,Y,claims adjusted
ASPDLR000172,New Venkatesh Corporation,2026-03-31,7500000,8247135.08,5847163.59,481607.84,703085.90,266090.97,584525.37,2025-08-12,N,promised next week
ASPDLR000173,City Chandra Paints,2026-03-31,1200000,956679.81,676718.30,54843.30,95980.18,18619.41,29364.89,27-Jul-25,N,claims adjusted
ASPDLR000174,Shree Rafiq Corporation,2026-03-31,3500000,499881.78,381892.40,37920.20,26155.88,6891.14,29290.84,2026-03-23,N,promised next week
ASPDLR000175,Shree Yusuf Sales,31-Mar-26,1200000,142300.68,72496.99,23943.54,12419.80,5325.17,14304.76,2026-01-25,N,
ASPDLR000176,National Prakash Services,2026-03-31,500000,558461.67,144721.03,77146.66,142267.68,48092.56,114939.82,07/03/2025,N,owner not reachable
ASPDLR000177,Metro Meena Paints,2026-03-31,5000000,3632901.32,1284098.11,454212.14,517213.77,206206.35,699439.94,16/12/2025,N,promised next week
ASPDLR000178,Vijaya Anand Services,2026-03-31,2000000,718136.07,501392.06,32942.44,69798.18,45593.08,93421.14,2025-11-18,Y,limit increase requested
