activity_id,activity_date,customer_id,customer_name,activity_type,sales_rep_id,territory,visit_outcome,next_action_date,minutes_spent,lat_long_quality,free_text_note
ASPACT00000027,2026-02-06,ASPDLR000054,United Yusuf Mart,Scheme follow-up,SR018,AP-South-7,Order taken,,10,manual,
ASPACT00000028,2025-03-19,ASPDLR000611,Lucky Irfan Mart,Colour World check,SR044,TN-Central-2,Order taken,2025-03-29,20,outside beat,secondary sale low
ASPACT00000029,2024-05-26,ASPDLR000574,Prime Suresh Hardware,Scheme follow-up,SR050,AP-Central-8,Demo done,2024-06-02,NA,manual,cash crunch
ASPACT00000030,26-Nov-24,ASPDLR000777,Modern Hari Tyres,Beat visit,SR059,TS-West-4,No order,29/12/2024,45,same gps as prior visit,shifted to competitor
ASPACT00000031,2025-10-07,ASPDLR000098,Murugan Rafiq Chemicals,Service visit,SR090,TN-Central-8,Payment follow-up,2025-10-16,10,missing,stockist dispute
ASPACT00000032,19/11/2025,ASPDLR000055,Sree Prakash Paints,Contractor meet,SR082,AP-West-1,Owner absent,2025-11-30,45,same gps as prior visit,asked scheme support
ASPACT00000033,2024-12-28,ASPDLR000962,Balaji Venkatesh Paints,Project lead follow-up,SR136,KA-East-1,Competitor push seen,2025-01-24,60,outside beat,stockist dispute
ASPACT00000034,20-May-24,ASPDLR000018,Lucky Chandra Sales,Contractor meet,SR107,KA-Central-4,Demo done,04/07/2024,60,manual,asked scheme support
ASPACT00000035,2025-11-26,ASPDLR000098,Murugan Rafiq Chemicals,Beat visit,SR090,TN-Central-8,Complaint raised,,60,outside beat,asked scheme support
ASPACT00000036,2025-06-23,ASPDLR000927,Prime Revathi Agencies,Contractor meet,SR027,TN-North-2,Owner absent,,NA,OK,stockist dispute
ASPACT00000037,13/11/2025,ASPDLR000796,Sri Yusuf Associates,Service visit,SR003,KA-South-5,Stock checked,2025-11-16,20,same gps as prior visit,shifted to competitor
ASPACT00000038,10/12/2025,ASPDLR000139,Vijaya Farida Services,Contractor meet,SR092,KL-East-4,Complaint raised,2026-01-10,45,manual,asked scheme support
ASPACT00000039,2024-06-07,ASPDLR000299,Royal Suresh Depot,Colour World check,SR070,AP-North-8,Order taken,,15,outside beat,secondary sale low
ASPACT00000040,2025-03-21,ASPDLR000276,United Rafiq Depot,Beat visit,SR121,AP-East-8,Complaint raised,,30,missing,shifted to competitor
ASPACT00000041,2025-09-16,ASPDLR000414,Star Lakshmi Chemicals,Project lead follow-up,SR008,KA-West-1,Competitor push seen,2025-10-08,30,OK,cash crunch
ASPACT00000042,2025-11-26,ASPDLR000198,New Bala Hardware,Contractor meet,SR095,KA-East-1,Payment follow-up,2025-12-02,20,outside beat,shifted to competitor
ASPACT00000043,2025-08-13,ASPDLR000791,Shree Arun Paints,Colour World check,SR146,KA-West-9,Complaint raised,2025-08-27,45,missing,shifted to competitor
ASPACT00000044,2025-10-07,ASPDLR000088,New Suresh Fertilisers,Service visit,SR079,KL-Central-5,Owner absent,2025-11-01,30,OK,asked scheme support
ASPACT00000045,01/10/2025,ASPDLR000800,Lucky Lokesh Paints,Project lead follow-up,SR002,TS-Central-8,Demo done,2025-10-11,45,same gps as prior visit,cash crunch
ASPACT00000046,2024-08-30,ASPDLR000363,National Bala Paints,Colour World check,SR123,KL-South-5,Payment follow-up,2024-09-12,60,outside beat,new counter opened nearby
ASPACT00000047,2024-07-27,ASPDLR000613,Murugan Meena Paints,Beat visit,SR119,KA-West-9,Stock checked,,30,outside beat,
ASPACT00000048,2025-01-23,ASPDLR000971,Murugan Revathi Paints,Colour World check,SR110,KA-East-5,Stock checked,,45,missing,new counter opened nearby
ASPACT00000049,07/03/2025,ASPDLR000780,National Jagan Paints,Colour World check,SR101,KA-South-2,Demo done,04/02/2025,60,same gps as prior visit,
ASPACT00000050,24-May-25,ASPDLR000980,Sri Hari Traders,Beat visit,SR092,TN-Central-9,Order taken,,30,OK,shifted to competitor
ASPACT00000051,2025-08-22,ASPDLR000905,Star Sanjay Agro,Contractor meet,SR111,AP-East-5,Competitor push seen,,NA,same gps as prior visit,
ASPACT00000052,2024-12-22,ASPDLR000701,Star Bala Enterprises,Beat visit,SR058,KA-South-8,Stock checked,2024-12-27,5,same gps as prior visit,cash crunch
ASPACT00000053,16/06/2025,ASPDLR000343,Ganesh Farida Associates,Colour World check,SR031,KL-East-3,Stock checked,2025-07-27,20,outside beat,cash crunch
ASPACT00000054,2024-10-26,ASPDLR000465,Prime Sowmya Stores,Contractor meet,SR123,TN-North-7,Order taken,,NA,outside beat,asked scheme support
ASPACT00000055,2024-11-11,ASPDLR000563,Ganesh Arun Paints Ltd,Colour World check,SR050,TS-East-1,Complaint raised,,10,same gps as prior visit,secondary sale low
ASPACT00000056,2024-07-09,ASPDLR000149,United Kavya Enterprises,Contractor meet,SR077,TN-South-1,Payment follow-up,2024-08-22,30,missing,new counter opened nearby
ASPACT00000057,2024-04-28,ASPDLR000811,Prime Anand Paints,Scheme follow-up,SR030,TN-West-5,Order taken,2024-05-25,60,manual,new counter opened nearby
ASPACT00000058,2024-07-09,ASPDLR000173,City Chandra Paints,Service visit,SR120,TN-South-4,Stock checked,2024-08-02,NA,OK,
ASPACT00000059,2025-07-19,ASPDLR000786,Metro Revathi Agencies,Colour World check,SR074,AP-West-9,Stock checked,2025-08-21,15,outside beat,new counter opened nearby
ASPACT00000060,2025-10-20,ASPDLR000612,Murugan Irfan Paints,Beat visit,SR030,KA-North-5,Payment follow-up,,20,OK,secondary sale low
ASPACT00000061,2024-09-09,ASPDLR000328,BALAJI FARIDA MART,Beat visit,SR133,TS-South-4,Complaint raised,2024-10-06,NA,missing,
ASPACT00000062,2025-07-09,ASPDLR000800,Lucky Lokesh Paints,Colour World check,SR002,TS-Central-8,Demo done,2025-08-09,5,missing,
ASPACT00000063,10/05/2024,ASPDLR000723,Murugan Rafiq Paints,Scheme follow-up,SR040,TN-Central-8,Order taken,2024-10-10,15,OK,new counter opened nearby
ASPACT00000064,2026-03-19,ASPDLR000931,New Lokesh Services,Project lead follow-up,SR121,TN-West-8,Complaint raised,2026-03-22,NA,manual,new counter opened nearby
ASPACT00000065,10/04/2024,ASPDLR000904,United Geetha Paints,Beat visit,SR103,TN-West-2,Owner absent,11/08/2024,60,missing,stockist dispute
ASPACT00000066,28/09/2025,ASPDLR000730,METRO VENKATESH DISTRIBUTORS,Project lead follow-up,SR126,PY-West-4,Competitor push seen,19/10/2025,NA,OK,asked scheme support
ASPACT00000067,2025-02-16,ASPDLR000690,Star Sowmya Depot,Beat visit,SR132,KA-Central-2,Owner absent,,30,same gps as prior visit,secondary sale low
ASPACT00000068,2024-11-01,ASPDLR000653,Lucky Ganesh Tyres,Contractor meet,SR093,KA-East-8,Owner absent,2024-11-24,5,outside beat,
ASPACT00000069,30/06/2024,ASPDLR000283,Kaveri Sowmya Paints,Scheme follow-up,SR078,TS-West-5,Owner absent,06/07/2024,5,manual,shifted to competitor
ASPACT00000070,2026-01-31,ASPDLR000215,Star Karthik Fertilisers,Scheme follow-up,SR135,KA-South-3,Complaint raised,16/03/2026,10,manual,shifted to competitor
ASPACT00000071,2026-03-25,ASPDLR000017,National Naveen Paints,Beat visit,SR037,TN-Central-5,Order taken,2026-04-19,15,outside beat,asked scheme support
ASPACT00000072,2025-07-13,ASPDLR000442,National Senthil Corporation,Project lead follow-up,SR150,TS-South-1,Demo done,,60,outside beat,
ASPACT00000073,10/08/2024,ASPDLR000603,Star Suresh Paints Main,Beat visit,SR009,TN-South-5,Stock checked,2024-08-18,60,OK,
ASPACT00000074,2024-11-09,ASPDLR000849,National Deepak Stores,Service visit,SR038,KL-Central-9,Competitor push seen,2024-12-10,NA,OK,new counter opened nearby
ASPACT00000075,2026-01-25,ASPDLR000623,SREE BALA DEPOT,Colour World check,SR029,KL-Central-2,Competitor push seen,2026-02-07,60,OK,shifted to competitor
ASPACT00000076,2025-05-10,ASPDLR000535,PRIME KAVYA DISTRIBUTORS,Colour World check,SR093,PY-North-8,No order,2025-05-20,15,OK,new counter opened nearby
ASPACT00000077,2024-10-27,ASPDLR000057,Murugan Naveen Associates,Project lead follow-up,SR062,AP-North-6,Competitor push seen,2024-11-20,45,outside beat,cash crunch
ASPACT00000078,2024-04-24,ASPDLR000558,SRI Lakshmi Paints,Contractor meet,SR068,AP-Central-3,Stock checked,2024-05-17,NA,same gps as prior visit,shifted to competitor
ASPACT00000079,2026-03-27,ASPDLR000058,Vijaya Lokesh Agencies,Beat visit,SR128,AP-South-7,Stock checked,,NA,same gps as prior visit,shifted to competitor
ASPACT00000080,2025-02-05,ASPDLR000640,Vijaya Anand Paints,Service visit,SR125,KA-West-7,Owner absent,2025-03-06,15,outside beat,shifted to competitor
ASPACT00000081,03-Jul-24,ASPDLR000111,Royal Suresh Tyres,Contractor meet,SR004,TS-North-8,Complaint raised,,45,OK,
ASPACT00000082,2025-04-26,ASPDLR000801,Balaji Hari Paints,Contractor meet,SR026,AP-East-8,Competitor push seen,,30,OK,cash crunch
ASPACT00000083,2025-09-26,ASPDLR000335,Vijaya Lakshmi Paints,Contractor meet,SR004,AP-South-4,Stock checked,2025-10-04,NA,missing,stockist dispute
ASPACT00000084,2026-02-21,ASPDLR000417,National Manoj Paints,Beat visit,SR004,TN-East-4,Stock checked,03/31/2026,5,manual,asked scheme support
ASPACT00000085,10/25/2025,ASPDLR000156,United Irfan Traders,Contractor meet,SR110,AP-North-9,Owner absent,2025-12-06,20,OK,stockist dispute
ASPACT00000086,03/04/2025,ASPDLR000973,Vijaya Senthil Paints,Scheme follow-up,SR115,TS-East-3,Complaint raised,,60,manual,cash crunch
ASPACT00000087,2025-12-22,ASPDLR000673,Shree Sowmya Associates,Beat visit,SR110,AP-Central-4,Demo done,2026-01-26,30,OK,asked scheme support
ASPACT00000088,2024-11-26,ASPDLR000579,Murugan Hari Paints,Contractor meet,SR127,TN-Central-1,Complaint raised,2024-12-11,NA,outside beat,
ASPACT00000089,2024-06-13,ASPDLR000749,Mahalakshmi Priya Sales,Service visit,SR120,AP-Central-8,Competitor push seen,07/11/2024,30,missing,stockist dispute
ASPACT00000090,2024-06-11,ASPDLR000178,Vijaya Anand Services,Colour World check,SR118,TS-Central-2,Payment follow-up,2024-07-26,10,OK,asked scheme support
ASPACT00000091,10/25/2025,ASPDLR000196,Royal Sowmya Sales,Beat visit,SR101,KA-West-4,Complaint raised,2025-12-08,60,OK,asked scheme support
ASPACT00000092,06/28/2025,ASPDLR000904,United Geetha Paints,Scheme follow-up,SR103,TN-West-2,Complaint raised,2025-07-20,20,missing,new counter opened nearby
ASPACT00000093,2024-10-13,ASPDLR000722,Vijaya Anand Paints,Beat visit,SR140,KA-Central-8,Demo done,2024-11-10,60,manual,asked scheme support
ASPACT00000094,2026-01-19,ASPDLR000307,Lucky Farida Associates,Project lead follow-up,SR016,TS-East-9,No order,2026-02-11,5,manual,
ASPACT00000095,2025-07-07,ASPDLR000168,SRI VENKATESH CORPORATION,Beat visit,SR048,KA-South-4,Stock checked,2025-08-12,30,manual,secondary sale low
ASPACT00000096,2025-07-15,ASPDLR000883,Star Priya Enterprises,Beat visit,SR102,KA-East-2,No order,2025-08-10,20,missing,
ASPACT00000097,2024-07-03,ASPDLR000172,New Venkatesh Corporation,Beat visit,SR134,KA-East-7,No order,2024-08-07,10,outside beat,asked scheme support
ASPACT00000098,05-Apr-24,ASPDLR000901,Metro Senthil Sales,Beat visit,SR112,TS-Central-9,Demo done,2024-04-21,30,OK,shifted to competitor
ASPACT00000099,2026-02-10,ASPDLR000035,New Karthik Fertilisers,Scheme follow-up,SR113,KA-Central-7,No order,2026-03-26,5,outside beat,cash crunch
ASPACT00000100,2025-10-13,ASPDLR000374,New Jagan Paints,Project lead follow-up,SR096,TS-North-1,Stock checked,2025-11-13,15,missing,shifted to competitor
ASPACT00000101,2024-06-13,ASPDLR000672,Lucky Priya Paints,Colour World check,SR067,TN-North-2,Demo done,2024-07-02,45,manual,secondary sale low
ASPACT00000102,11/10/2025,ASPDLR000782,Vijaya Irfan Hardware,Contractor meet,SR069,AP-East-1,Payment follow-up,2025-12-03,45,manual,stockist dispute
ASPACT00000103,13/04/2025,ASPDLR000761,Kaveri Revathi Corporation,Colour World check,SR060,KA-South-4,Competitor push seen,2025-05-21,10,OK,shifted to competitor
ASPACT00000104,2025-01-27,ASPDLR000279,Murugan Lokesh Stores,Project lead follow-up,SR121,KA-North-6,No order,,45,outside beat,shifted to competitor
ASPACT00000105,2024-08-23,ASPDLR000687,Sree Meena Services,Contractor meet,SR141,KL-North-4,Payment follow-up,2024-09-06,15,missing,stockist dispute
ASPACT00000106,2024-09-02,ASPDLR000910,Ganesh Chandra Paints,Contractor meet,SR019,KA-West-5,Owner absent,10/17/2024,10,outside beat,shifted to competitor
ASPACT00000107,2026-01-11,ASPDLR000582,Sree Revathi Paints,Contractor meet,SR061,TN-Central-1,No order,,NA,missing,
ASPACT00000108,2025-11-28,ASPDLR000197,Sree Hari Hardware,Service visit,SR150,KA-South-7,Demo done,2025-12-15,NA,outside beat,shifted to competitor
ASPACT00000109,2025-12-19,ASPDLR000981,Mahalakshmi Sanjay Depot,Scheme follow-up,SR055,TS-South-9,Owner absent,2026-01-07,60,manual,stockist dispute
ASPACT00000110,2025-06-16,ASPDLR000535,PRIME KAVYA DISTRIBUTORS,Service visit,SR093,PY-North-8,Owner absent,2025-06-27,5,same gps as prior visit,
ASPACT00000111,2024-04-13,ASPDLR000869,New Anand Tyres,Contractor meet,SR051,TN-North-9,Payment follow-up,2024-05-05,15,outside beat,asked scheme support
ASPACT00000112,2026-02-23,ASPDLR000698,Balaji Kavya Paints,Scheme follow-up,SR117,KA-North-6,Competitor push seen,,20,manual,shifted to competitor
ASPACT00000113,2025-06-16,ASPDLR000748,Prime Anand Paints,Colour World check,SR037,KL-West-7,Competitor push seen,2025-07-31,60,same gps as prior visit,cash crunch
ASPACT00000114,2024-09-11,ASPDLR000676,City Priya Depot,Contractor meet,SR019,KL-South-3,No order,22/10/2024,5,missing,new counter opened nearby
ASPACT00000115,2025-04-23,ASPDLR000858,New Suresh Tyres,Service visit,SR136,TS-Central-2,Demo done,,30,OK,
ASPACT00000116,2025-06-24,ASPDLR000189,Balaji Rafiq Paints,Contractor meet,SR080,TS-East-1,Order taken,2025-07-23,5,missing,stockist dispute
ASPACT00000117,25/02/2026,ASPDLR000602,Prime Suresh Fertilisers,Colour World check,SR097,KL-East-7,Competitor push seen,,20,OK,secondary sale low
ASPACT00000118,2026-01-13,ASPDLR000718,Sri Rafiq Fertilisers,Beat visit,SR132,TS-South-9,Owner absent,2026-01-30,15,OK,stockist dispute
ASPACT00000119,2025-09-03,ASPDLR000426,City Meena Paints,Beat visit,SR064,TN-South-4,Competitor push seen,2025-09-25,60,OK,shifted to competitor
ASPACT00000120,2026-01-25,ASPDLR000991,GANESH JAGAN DEPOT,Beat visit,SR082,KA-South-3,Demo done,10/02/2026,10,missing,new counter opened nearby
ASPACT00000121,2024-10-17,ASPDLR000572,Lucky Hari Paints,Scheme follow-up,SR024,TN-South-7,Complaint raised,2024-10-25,NA,missing,secondary sale low
ASPACT00000122,2025-04-11,ASPDLR000250,Murugan Prakash Hardware,Contractor meet,SR067,TS-West-4,Competitor push seen,2025-04-17,5,missing,stockist dispute
ASPACT00000123,24/05/2024,ASPDLR000492,Metro Sowmya Paints,Project lead follow-up,SR127,KA-North-9,Demo done,,NA,same gps as prior visit,new counter opened nearby
ASPACT00000124,2025-08-05,ASPDLR000195,Metro Sanjay Paints,Scheme follow-up,SR094,KA-North-8,Complaint raised,2025-09-02,45,outside beat,new counter opened nearby
ASPACT00000125,2024-10-16,ASPDLR000410,Prime Kavya Agro,Scheme follow-up,SR124,KA-West-6,Stock checked,,NA,OK,stockist dispute
ASPACT00000126,2026-03-06,ASPDLR000469,Ganesh Bala Fertilisers,Contractor meet,SR009,TS-East-9,Demo done,2026-03-22,60,outside beat,stockist dispute
ASPACT00000127,22-Apr-25,ASPDLR000268,VIJAYA RAFIQ DISTRIBUTORS,Colour World check,SR140,TN-West-5,Stock checked,2025-05-21,15,OK,shifted to competitor
ASPACT00000128,2026-02-04,ASPDLR000072,Lucky Jagan Distributors,Scheme follow-up,SR041,TN-South-4,Owner absent,2026-02-18,20,outside beat,stockist dispute
ASPACT00000129,20/02/2025,ASPDLR000017,National Naveen Paints,Beat visit,SR037,TN-Central-5,Stock checked,2025-03-14,NA,same gps as prior visit,new counter opened nearby
ASPACT00000130,10/22/2024,ASPDLR000363,National Bala Paints,Project lead follow-up,SR123,KL-South-5,Competitor push seen,2024-11-29,60,missing,secondary sale low
ASPACT00000131,2024-04-27,ASPDLR000885,Lucky Suresh Paints,Beat visit,SR118,TS-Central-6,Stock checked,2024-05-11,30,same gps as prior visit,cash crunch
ASPACT00000132,2024-04-29,ASPDLR000512,Vijaya Jagan Hardware,Colour World check,SR107,TN-North-9,Payment follow-up,2024-05-24,30,manual,cash crunch
ASPACT00000133,2025-04-22,ASPDLR000189,Balaji Rafiq Paints,Scheme follow-up,SR080,TS-East-1,Owner absent,03-May-25,20,OK,secondary sale low
ASPACT00000134,2024-12-26,ASPDLR000933,Murugan Lokesh Depot,Project lead follow-up,SR015,AP-North-6,Stock checked,15-Jan-25,45,same gps as prior visit,stockist dispute
ASPACT00000135,2024-06-04,ASPDLR000240,KAVERI IRFAN PAINTS,Beat visit,SR138,TS-West-6,No order,16/07/2024,NA,manual,new counter opened nearby
ASPACT00000136,2025-06-24,ASPDLR000388,Star Priya Paints,Scheme follow-up,SR001,TN-North-1,Complaint raised,2025-07-22,45,outside beat,asked scheme support
ASPACT00000137,2024-04-01,ASPDLR000998,Sri Prakash Associates,Project lead follow-up,SR043,TN-South-2,No order,2024-05-14,NA,manual,new counter opened nearby
ASPACT00000138,15/05/2024,ASPDLR000921,Shree Sanjay Paints,Service visit,SR067,TS-West-5,No order,,60,same gps as prior visit,secondary sale low
ASPACT00000139,22-Jan-25,ASPDLR000504,Modern Suresh Tyres,Colour World check,SR140,AP-Central-6,Complaint raised,2025-02-09,5,same gps as prior visit,asked scheme support
ASPACT00000140,2025-03-14,ASPDLR000740,Vijaya Manoj Agencies,Beat visit,SR059,AP-South-2,Competitor push seen,,30,outside beat,
ASPACT00000141,05/18/2025,ASPDLR000253,United Revathi Stores,Beat visit,SR149,TN-Central-7,Owner absent,2025-05-25,20,OK,
ASPACT00000142,2024-06-28,ASPDLR000566,City Suresh Distributors,Beat visit,SR150,AP-West-3,Order taken,,NA,manual,
ASPACT00000143,31-Mar-25,ASPDLR000147,Shree Lakshmi Paints,Beat visit,SR122,PY-West-2,Complaint raised,2025-05-11,20,outside beat,
ASPACT00000144,03/28/2025,ASPDLR000085,Star Sanjay Services,Beat visit,SR024,KA-West-2,Complaint raised,,30,missing,stockist dispute
ASPACT00000145,15/02/2026,ASPDLR000282,Ganesh Anand Paints,Beat visit,SR017,KL-East-8,Complaint raised,,45,outside beat,new counter opened nearby
ASPACT00000146,2024-08-12,ASPDLR000545,City Bala Paints,Contractor meet,SR147,TN-South-7,Demo done,2024-09-10,45,manual,stockist dispute
ASPACT00000147,2025-06-29,ASPDLR000282,Ganesh Anand Paints,Colour World check,SR017,KL-East-8,Order taken,2025-08-09,15,manual,secondary sale low
ASPACT00000148,2025-11-09,ASPDLR000509,Balaji Arun Fertilisers,Beat visit,SR062,KA-North-9,Payment follow-up,2025-11-16,60,OK,secondary sale low
ASPACT00000149,2025-07-04,ASPDLR000496,Vijaya Geetha Services & Co,Beat visit,SR075,TN-South-8,Payment follow-up,,30,missing,cash crunch
ASPACT00000150,2024-11-09,ASPDLR000890,Kaveri Farida Hardware,Scheme follow-up,SR094,KL-South-9,Demo done,2024-12-16,10,missing,shifted to competitor
ASPACT00000151,2025-05-15,ASPDLR000502,Shree Ganesh Paints,Colour World check,SR147,AP-East-9,Owner absent,2025-06-27,NA,outside beat,secondary sale low
ASPACT00000152,2025-07-24,ASPDLR000695,Prime Sowmya Services,Scheme follow-up,SR070,KL-West-8,Owner absent,2025-09-03,5,OK,new counter opened nearby
ASPACT00000153,2025-07-01,ASPDLR000878,Vijaya Prakash Chemicals Ltd,Beat visit,SR127,KA-North-1,Complaint raised,2025-08-03,5,missing,new counter opened nearby
ASPACT00000154,2025-01-23,ASPDLR000428,New Anand Paints,Colour World check,SR148,TN-South-6,Payment follow-up,2025-01-30,5,outside beat,asked scheme support
ASPACT00000155,2024-08-29,ASPDLR000033,Sree Sowmya Paints,Service visit,SR138,KA-West-8,Stock checked,,60,manual,new counter opened nearby
ASPACT00000156,2024-11-24,ASPDLR000300,Sree Farida Paints,Scheme follow-up,SR098,AP-East-3,Payment follow-up,2024-12-18,45,missing,cash crunch
ASPACT00000157,2026-03-25,ASPDLR000667,Shree Meena Paints,Contractor meet,SR073,KL-East-7,Stock checked,2026-04-28,20,missing,shifted to competitor
ASPACT00000158,2024-06-09,ASPDLR000635,Ganesh Anand Agencies,Colour World check,SR136,PY-South-3,Competitor push seen,,10,missing,secondary sale low
ASPACT00000159,2024-07-10,ASPDLR000306,Sree Yusuf Depot,Service visit,SR043,AP-South-1,Payment follow-up,,60,manual,shifted to competitor
ASPACT00000160,2024-11-11,ASPDLR000488,Modern Irfan Paints,Service visit,SR130,KA-South-1,Demo done,2024-11-15,5,manual,cash crunch
ASPACT00000161,2025-07-14,ASPDLR000461,Modern Suresh Agencies,Project lead follow-up,SR030,TS-Central-7,Owner absent,2025-08-28,45,outside beat,new counter opened nearby
ASPACT00000162,2024-08-30,ASPDLR000232,ROYAL JAGAN AGRO,Contractor meet,SR029,AP-North-4,Demo done,2024-09-30,10,same gps as prior visit,secondary sale low
ASPACT00000163,2025-12-29,ASPDLR000075,Sree Bala Paints,Scheme follow-up,SR145,TS-East-9,Payment follow-up,,20,missing,
ASPACT00000164,2024-06-24,ASPDLR000423,Balaji Kavya Paints,Contractor meet,SR087,KL-West-1,Competitor push seen,2024-08-04,45,missing,new counter opened nearby
ASPACT00000165,2024-04-24,ASPDLR000098,Murugan Rafiq Chemicals,Service visit,SR090,TN-Central-8,Demo done,2024-06-05,15,OK,
ASPACT00000166,2025-09-06,ASPDLR000542,Shree Revathi Paints,Colour World check,SR018,KA-West-7,Competitor push seen,2025-10-20,5,missing,cash crunch
ASPACT00000167,2025-08-12,ASPDLR000755,Vijaya Lakshmi Paints,Colour World check,SR018,TN-South-8,Order taken,2025-09-23,5,same gps as prior visit,stockist dispute
ASPACT00000168,2025-08-29,ASPDLR000317,Balaji Sowmya Chemicals,Project lead follow-up,SR067,TS-South-6,Owner absent,02/10/2025,10,manual,new counter opened nearby
ASPACT00000169,2026-03-11,ASPDLR000972,ROYAL JAGAN SALES,Project lead follow-up,SR067,KA-Central-9,Payment follow-up,,10,OK,asked scheme support
ASPACT00000170,2024-10-21,ASPDLR000327,Shree Arun Paints & Co,Beat visit,SR146,AP-West-8,Order taken,2024-11-10,10,missing,asked scheme support
ASPACT00000171,2024-07-17,ASPDLR000131,New Anand Stores,Service visit,SR015,TN-West-6,No order,2024-07-22,60,same gps as prior visit,new counter opened nearby
ASPACT00000172,2026-03-15,ASPDLR000135,New Naveen Paints,Service visit,SR113,TN-North-1,Order taken,02/04/2026,10,OK,
ASPACT00000173,2024-09-21,ASPDLR000415,Sree Bala Hardware,Contractor meet,SR037,TS-South-5,Demo done,2024-10-03,5,missing,asked scheme support
