activity_id,activity_date,customer_id,customer_name,activity_type,sales_rep_id,territory,visit_outcome,next_action_date,minutes_spent,lat_long_quality,free_text_note
CEAACT00000017,2024-05-26,CEASUB002387,New Rafiq Tyres Main,Fleet meet,SR023,TN-North-1,Order taken,,NA,OK,
CEAACT00000018,2026-02-09,CEASUB003391,Mahalakshmi Chandra Corporation,Sub dealer visit,SR095,TN-North-5,Payment follow-up,2026-03-22,5,same gps as prior visit,cash crunch
CEAACT00000019,2025-04-01,CEADLR000618,Sri Hari Tyres,Claim follow-up,SR138,TS-North-9,Order taken,,45,missing,asked scheme support
CEAACT00000020,2025-02-07,CEASUB001780,Prime Arun Enterprises,Mechanic meet,SR113,KA-North-3,Order taken,2025-03-23,60,OK,asked scheme support
CEAACT00000021,04/26/2025,CEASUB002420,Royal Anand Paints,Dealer visit,SR092,KA-North-8,Demo done,2025-05-23,30,outside beat,new counter opened nearby
CEAACT00000022,21/08/2025,CEASUB000782,Modern Jagan Mart Main,Dealer visit,SR098,AP-South-8,Competitor push seen,11-Sep-25,10,outside beat,
CEAACT00000023,10/20/2025,CEASUB001162,Metro Priya Tyres,Scheme follow-up,SR142,AP-East-4,Demo done,2025-11-12,45,outside beat,secondary sale low
CEAACT00000024,2024-05-24,CEASUB000262,Prime Venkatesh Mart,Scheme follow-up,SR143,KA-West-2,No order,2024-05-27,20,missing,asked scheme support
CEAACT00000025,2024-05-14,CEASUB003158,Prime Bala Sales,Fleet meet,SR076,TS-West-8,Complaint raised,2024-05-21,45,outside beat,shifted to competitor
CEAACT00000026,06-Nov-25,CEASUB003934,Sree Rafiq Fertilisers,Dealer visit,SR040,AP-Central-1,Demo done,2025-12-15,20,OK,cash crunch
CEAACT00000027,2024-10-01,CEASUB002680,Prime Venkatesh Agro,Mechanic meet,SR027,KA-North-4,No order,2024-10-12,15,outside beat,secondary sale low
CEAACT00000028,12/20/2025,CEADLR000250,Metro Meena Tyres,Sub dealer visit,SR001,TN-West-6,Competitor push seen,,5,outside beat,
CEAACT00000029,2025-02-13,CEASUB001642,Sri Naveen Paints,Scheme follow-up,SR150,TS-Central-7,Payment follow-up,,10,same gps as prior visit,secondary sale low
CEAACT00000030,2024-04-23,CEASUB002854,Murugan Karthik Services,Fleet meet,SR103,TN-North-4,Demo done,2024-05-08,60,same gps as prior visit,stockist dispute
CEAACT00000031,07/24/2024,CEASUB001498,CITY GANESH DISTRIBUTORS,Fleet meet,SR099,KA-Central-2,Complaint raised,,20,same gps as prior visit,shifted to competitor
CEAACT00000032,2025-10-03,CEASUB001200,Murugan Farida Tyres,Sub dealer visit,SR140,KA-West-8,Stock checked,2025-10-31,45,manual,asked scheme support
CEAACT00000033,2024-05-03,CEASUB003073,Star Farida Fertilisers,Fleet meet,SR091,PY-West-2,Competitor push seen,2024-05-16,20,same gps as prior visit,secondary sale low
CEAACT00000034,08/11/2025,CEASUB001533,Balaji Sowmya Tyres,Fleet meet,SR075,TS-West-5,Order taken,2025-12-16,30,missing,
CEAACT00000035,2024-09-05,CEADLR000538,United Hari Tyres,Dealer visit,SR086,TS-East-3,No order,2024-10-16,30,missing,secondary sale low
CEAACT00000036,09/08/2025,CEASUB001440,Lucky Senthil Tyres,Sub dealer visit,SR033,TN-Central-4,Competitor push seen,2025-08-29,30,outside beat,stockist dispute
CEAACT00000037,2024-06-13,CEADLR000721,Shree Ganesh Tyres,Scheme follow-up,SR134,TN-East-1,Order taken,,30,OK,asked scheme support
CEAACT00000038,2024-10-31,CEASUB002017,United Lokesh Depot,Claim follow-up,SR088,KL-South-2,Complaint raised,2024-11-23,NA,outside beat,cash crunch
CEAACT00000039,2026-03-24,CEASUB003771,Metro Priya Agencies,Sub dealer visit,SR003,TS-North-3,Payment follow-up,04/28/2026,15,missing,new counter opened nearby
CEAACT00000040,2024-08-07,CEASUB001973,Modern Manoj Stores,Scheme follow-up,SR068,KL-North-4,Owner absent,2024-09-15,45,same gps as prior visit,new counter opened nearby
CEAACT00000041,2025-06-15,CEASUB000128,Murugan Kavya Depot,Mechanic meet,SR026,TS-East-8,Complaint raised,2025-07-06,30,outside beat,shifted to competitor
CEAACT00000042,2024-07-05,CEASUB002458,Balaji Prakash Tyres,Mechanic meet,SR116,AP-North-9,Owner absent,2024-07-14,30,missing,asked scheme support
CEAACT00000043,2026-03-12,CEASUB000719,United Bala Chemicals,Fleet meet,SR007,KA-South-4,Payment follow-up,2026-04-22,15,missing,stockist dispute
CEAACT00000044,2025-02-28,CEASUB003204,Kaveri Bala Mart,Scheme follow-up,SR025,KA-Central-6,Owner absent,12-Apr-25,30,missing,cash crunch
CEAACT00000045,30/12/2024,CEASUB000527,Shree Meena Fertilisers,Mechanic meet,SR047,KA-Central-2,Owner absent,06/01/2025,45,OK,new counter opened nearby
CEAACT00000046,2025-08-19,CEADLR000080,Vijaya Prakash Tyres,Fleet meet,SR053,KA-North-2,Demo done,2025-09-01,45,OK,shifted to competitor
CEAACT00000047,2026-03-01,CEASUB002786,City Hari Tyres,Sub dealer visit,SR145,TS-Central-6,Complaint raised,,NA,outside beat,new counter opened nearby
CEAACT00000048,2024-11-03,CEASUB000564,New Bala Agro,Scheme follow-up,SR036,TN-Central-9,Stock checked,11/11/2024,45,missing,
CEAACT00000049,2026-03-23,CEASUB002354,Prime Chandra Mart,Claim follow-up,SR058,TS-North-5,Competitor push seen,2026-04-22,60,manual,
CEAACT00000050,2025-02-24,CEASUB001298,Modern Naveen Sales,Fleet meet,SR024,KL-Central-6,Owner absent,,30,manual,stockist dispute
CEAACT00000051,2025-11-10,CEADLR000410,Shree Anand Tyres,Sub dealer visit,SR120,TN-West-3,Complaint raised,2025-12-06,30,OK,secondary sale low
CEAACT00000052,2025-12-25,CEASUB004065,Kaveri Irfan Tyres Main,Fleet meet,SR140,AP-West-2,Order taken,2026-01-31,NA,outside beat,cash crunch
CEAACT00000053,2025-02-03,CEADLR000081,National Sowmya Tyres,Mechanic meet,SR054,TN-West-9,Owner absent,2025-02-09,15,manual,new counter opened nearby
CEAACT00000054,2025-05-20,CEASUB001190,Lucky Senthil Mart,Claim follow-up,SR064,TN-East-4,No order,2025-06-19,10,outside beat,cash crunch
CEAACT00000055,2024-11-08,CEASUB002178,Prime Priya Distributors,Fleet meet,SR122,TS-Central-3,Competitor push seen,2024-12-05,60,same gps as prior visit,cash crunch
CEAACT00000056,2026-03-20,CEASUB004484,Lucky Chandra Agencies,Mechanic meet,SR021,AP-Central-6,Payment follow-up,2026-03-23,30,outside beat,stockist dispute
CEAACT00000057,2024-07-26,CEASUB004032,Prime Venkatesh Tyres,Mechanic meet,SR014,TS-West-1,No order,02-Sep-24,15,missing,cash crunch
CEAACT00000058,2024-11-03,CEASUB003287,Royal Sanjay Associates,Sub dealer visit,SR064,TN-Central-6,Order taken,29/11/2024,60,outside beat,stockist dispute
CEAACT00000059,11/11/2025,CEASUB001720,Kaveri Chandra Tyres,Sub dealer visit,SR029,TS-West-5,Owner absent,12/08/2025,NA,same gps as prior visit,shifted to competitor
CEAACT00000060,2025-01-14,CEASUB002185,Sri Irfan Corporation,Claim follow-up,SR123,TN-West-9,No order,,15,manual,stockist dispute
CEAACT00000061,2025-06-30,CEADLR000437,National Priya Paints,Dealer visit,SR145,TN-Central-9,Order taken,18/07/2025,15,OK,new counter opened nearby
CEAACT00000062,11/11/2024,CEASUB003476,Prime Revathi Tyres,Fleet meet,SR148,TN-Central-7,Competitor push seen,2024-12-05,5,outside beat,stockist dispute
CEAACT00000063,2024-10-12,CEASUB003053,Royal Naveen Mart,Fleet meet,SR130,AP-West-1,Competitor push seen,2024-11-03,60,missing,asked scheme support
CEAACT00000064,2025-01-07,CEASUB000146,City Venkatesh Agro,Dealer visit,SR058,AP-North-8,Demo done,,15,same gps as prior visit,asked scheme support
CEAACT00000065,2026-02-19,CEASUB001422,Murugan Naveen Mart,Claim follow-up,SR135,TS-South-1,Demo done,2026-04-02,10,manual,shifted to competitor
CEAACT00000066,05/04/2025,CEASUB002391,Lucky Hari Tyres,Dealer visit,SR032,AP-South-1,No order,,60,OK,shifted to competitor
CEAACT00000067,2026-03-25,CEASUB000720,National Hari Associates,Dealer visit,SR134,AP-South-7,Stock checked,07/05/2026,20,same gps as prior visit,asked scheme support
CEAACT00000068,2024-08-04,CEASUB004188,Kaveri Hari Hardware,Claim follow-up,SR093,KA-Central-6,Stock checked,2024-08-26,30,same gps as prior visit,stockist dispute
CEAACT00000069,01-May-25,CEADLR000672,New Arun Sales,Sub dealer visit,SR020,TS-West-5,Demo done,,15,outside beat,asked scheme support
CEAACT00000070,2025-08-15,CEASUB002454,Prime Irfan Agencies,Dealer visit,SR046,TS-East-7,Payment follow-up,20-Aug-25,NA,OK,stockist dispute
CEAACT00000071,2025-08-11,CEASUB003813,Prime Sowmya Tyres,Mechanic meet,SR017,AP-East-6,Complaint raised,,60,same gps as prior visit,shifted to competitor
CEAACT00000072,03/07/2025,CEASUB002542,Shree Anand Associates,Dealer visit,SR056,AP-West-7,Stock checked,2025-07-14,60,manual,cash crunch
CEAACT00000073,2024-08-02,CEASUB001219,Modern Manoj Fertilisers,Mechanic meet,SR135,TS-Central-2,Stock checked,2024-08-13,45,same gps as prior visit,shifted to competitor
CEAACT00000074,11/20/2024,CEASUB001457,Vijaya Geetha Corporation,Sub dealer visit,SR046,AP-West-5,Owner absent,,10,missing,new counter opened nearby
CEAACT00000075,08/10/2024,CEASUB002692,Ganesh Sowmya Hardware,Scheme follow-up,SR022,TN-West-1,Competitor push seen,21-Sep-24,15,outside beat,stockist dispute
CEAACT00000076,2026-03-12,CEASUB000964,Vijaya Arun Fertilisers,Sub dealer visit,SR009,TS-North-6,No order,2026-04-12,5,outside beat,new counter opened nearby
CEAACT00000077,26-Mar-26,CEASUB003991,United Venkatesh Paints,Claim follow-up,SR011,TN-North-5,Order taken,2026-04-02,30,missing,secondary sale low
CEAACT00000078,2024-08-18,CEASUB000119,Ganesh Farida Tyres,Claim follow-up,SR066,AP-West-9,No order,,20,same gps as prior visit,cash crunch
CEAACT00000079,02/06/2024,CEASUB000295,Balaji Chandra Agro,Sub dealer visit,SR108,KA-South-8,Demo done,,NA,manual,stockist dispute
CEAACT00000080,2025-01-10,CEASUB001140,Vijaya Yusuf Traders,Claim follow-up,SR146,KA-West-2,Owner absent,,15,missing,
CEAACT00000081,2025-07-14,CEASUB002136,Balaji Meena Corporation,Dealer visit,SR116,TS-North-2,Competitor push seen,07/22/2025,60,outside beat,new counter opened nearby
CEAACT00000082,2024-10-25,CEASUB003070,Mahalakshmi Senthil Agro,Claim follow-up,SR134,TN-South-9,Order taken,2024-11-04,5,manual,secondary sale low
CEAACT00000083,2025-12-05,CEASUB000586,Balaji Geetha Sales,Scheme follow-up,SR026,TS-South-3,Complaint raised,,30,same gps as prior visit,cash crunch
CEAACT00000084,2024-05-14,CEASUB002615,Kaveri Lokesh Paints,Claim follow-up,SR049,KA-West-2,Complaint raised,,45,outside beat,asked scheme support
CEAACT00000085,21/03/2025,CEADLR000608,City Bala Fertilisers,Fleet meet,SR103,TS-South-3,Payment follow-up,2025-03-31,30,manual,stockist dispute
CEAACT00000086,2024-05-12,CEASUB003305,Balaji Sanjay Mart,Claim follow-up,SR103,TS-East-2,Complaint raised,2024-05-19,15,missing,stockist dispute
CEAACT00000087,2025-09-28,CEASUB003416,METRO SENTHIL ASSOCIATES,Dealer visit,SR024,KA-Central-4,Complaint raised,,NA,OK,stockist dispute
CEAACT00000088,06/06/2024,CEASUB003874,Balaji Priya Tyres,Fleet meet,SR003,KA-East-9,Demo done,2024-06-16,15,OK,stockist dispute
CEAACT00000089,2024-10-04,CEASUB000629,Vijaya Irfan Tyres Ltd,Sub dealer visit,SR062,KA-East-2,Stock checked,,60,manual,new counter opened nearby
CEAACT00000090,15-May-24,CEASUB002332,United Lakshmi Tyres,Scheme follow-up,SR090,TN-West-1,Owner absent,,60,manual,asked scheme support
CEAACT00000091,2025-09-20,CEASUB001440,Lucky Senthil Tyres,Claim follow-up,SR033,TN-Central-4,Complaint raised,,NA,same gps as prior visit,stockist dispute
CEAACT00000092,18/01/2025,CEASUB004028,Sree Jagan Fertilisers,Sub dealer visit,SR019,TS-North-1,Stock checked,2025-01-25,20,same gps as prior visit,secondary sale low
CEAACT00000093,2025-03-11,CEASUB002349,Prime Anand Tyres,Sub dealer visit,SR052,TN-North-4,Complaint raised,2025-03-24,5,OK,shifted to competitor
CEAACT00000094,2024-04-12,CEASUB003290,Kaveri Hari Tyres,Dealer visit,SR044,TS-North-4,Complaint raised,,10,outside beat,stockist dispute
CEAACT00000095,30/11/2024,CEASUB002865,City Naveen Chemicals,Sub dealer visit,SR004,AP-East-1,Order taken,2025-01-11,45,manual,asked scheme support
CEAACT00000096,17/07/2024,CEASUB002708,New Lakshmi Tyres,Mechanic meet,SR120,AP-West-9,Demo done,2024-07-31,20,same gps as prior visit,stockist dispute
CEAACT00000097,29-Dec-25,CEASUB003511,Modern Farida Associates,Sub dealer visit,SR089,KL-South-9,Payment follow-up,,5,same gps as prior visit,
CEAACT00000098,2025-01-16,CEASUB002213,Shree Arun Tyres,Sub dealer visit,SR088,AP-South-3,Demo done,2025-02-03,30,manual,cash crunch
CEAACT00000099,2025-01-13,CEASUB001724,Sree Rafiq Tyres,Dealer visit,SR061,KA-Central-5,Order taken,2025-02-22,15,same gps as prior visit,asked scheme support
CEAACT00000100,2024-12-06,CEASUB000557,Vijaya Hari Distributors,Dealer visit,SR055,KA-South-4,Owner absent,2024-12-18,5,manual,asked scheme support
CEAACT00000101,2024-10-15,CEASUB001342,National Irfan Tyres,Fleet meet,SR016,PY-East-8,Owner absent,,NA,missing,secondary sale low
CEAACT00000102,2025-12-30,CEASUB003329,New Manoj Traders Main,Claim follow-up,SR019,TN-Central-5,Complaint raised,2026-01-16,45,manual,new counter opened nearby
CEAACT00000103,2024-11-01,CEASUB001393,Sri Chandra Tyres,Mechanic meet,SR046,KL-Central-7,Owner absent,2024-12-06,5,OK,stockist dispute
CEAACT00000104,2025-06-22,CEASUB003787,Ganesh Hari Corporation,Sub dealer visit,SR017,TS-South-3,Payment follow-up,25-Jun-25,5,manual,cash crunch
CEAACT00000105,2025-02-24,CEADLR000473,Sree Hari Tyres,Dealer visit,SR105,KA-North-5,Order taken,2025-04-05,20,missing,secondary sale low
CEAACT00000106,26/06/2025,CEASUB003592,Ganesh Bala Chemicals,Claim follow-up,SR057,KA-East-7,Owner absent,2025-07-20,10,missing,asked scheme support
CEAACT00000107,2025-06-07,CEASUB002385,Shree Anand Tyres,Sub dealer visit,SR021,TS-West-1,No order,2025-06-11,NA,same gps as prior visit,asked scheme support
CEAACT00000108,2024-09-01,CEASUB002798,City Priya Tyres,Scheme follow-up,SR039,AP-South-8,Competitor push seen,2024-10-08,20,OK,
CEAACT00000109,2025-12-27,CEASUB002488,Kaveri Rafiq Chemicals,Claim follow-up,SR012,TN-South-4,Stock checked,2026-02-06,5,manual,new counter opened nearby
CEAACT00000110,2024-10-14,CEADLR000211,Balaji Bala Depot,Dealer visit,SR146,KA-West-9,Competitor push seen,,5,missing,asked scheme support
CEAACT00000111,2024-07-09,CEASUB001111,STAR MANOJ SALES,Claim follow-up,SR005,TS-South-3,Order taken,2024-08-06,30,outside beat,stockist dispute
CEAACT00000112,2026-01-03,CEASUB004385,Star Naveen Chemicals,Claim follow-up,SR069,TN-South-5,Competitor push seen,2026-02-03,5,OK,stockist dispute
CEAACT00000113,01/09/2024,CEASUB002391,Lucky Hari Tyres,Claim follow-up,SR032,AP-South-1,Payment follow-up,,60,OK,stockist dispute
CEAACT00000114,15/12/2025,CEASUB003003,Sree Suresh Tyres,Mechanic meet,SR095,TS-East-3,Demo done,2025-12-23,60,missing,secondary sale low
CEAACT00000115,2025-08-08,CEASUB003033,Murugan Naveen Tyres,Fleet meet,SR108,TN-West-9,Order taken,28/08/2025,NA,outside beat,secondary sale low
CEAACT00000116,08/07/2024,CEASUB001070,Vijaya Kavya Mart,Claim follow-up,SR086,TN-East-2,Competitor push seen,2024-09-07,45,OK,new counter opened nearby
CEAACT00000117,2024-04-21,CEASUB001987,Murugan Geetha Hardware,Mechanic meet,SR006,PY-West-1,Payment follow-up,2024-05-16,5,manual,cash crunch
CEAACT00000118,03/29/2026,CEASUB001193,Metro Hari Tyres,Claim follow-up,SR018,AP-Central-7,Stock checked,2026-04-30,10,missing,secondary sale low
CEAACT00000119,2024-08-04,CEASUB001838,Ganesh Prakash Tyres Ltd,Scheme follow-up,SR004,KA-North-8,Order taken,,45,manual,secondary sale low
CEAACT00000120,2025-08-23,CEASUB002111,Sri Senthil Tyres,Claim follow-up,SR006,KA-Central-3,Order taken,,60,OK,new counter opened nearby
CEAACT00000121,2025-04-30,CEADLR000199,Murugan Kavya Tyres,Scheme follow-up,SR078,TN-South-8,Payment follow-up,2025-05-14,5,manual,secondary sale low
CEAACT00000122,2025-04-11,CEASUB001365,Kaveri Sanjay Enterprises,Scheme follow-up,SR121,TN-North-2,Demo done,2025-04-22,30,OK,cash crunch
CEAACT00000123,18/11/2024,CEASUB000062,Royal Prakash Corporation,Mechanic meet,SR143,TN-East-1,Stock checked,2024-11-25,20,outside beat,cash crunch
CEAACT00000124,2024-07-14,CEASUB000325,VIJAYA DEEPAK TYRES,Claim follow-up,SR039,TN-South-4,Complaint raised,2024-08-15,20,manual,stockist dispute
CEAACT00000125,03/10/2025,CEADLR000069,Royal Rafiq Corporation,Mechanic meet,SR106,TS-North-9,Owner absent,,10,missing,cash crunch
CEAACT00000126,2025-02-19,CEASUB001901,Modern Irfan Traders,Fleet meet,SR033,KA-East-8,Stock checked,,NA,missing,
CEAACT00000127,2025-09-17,CEASUB001745,Lucky Sowmya Hardware,Dealer visit,SR046,KL-North-4,Demo done,2025-10-07,20,outside beat,cash crunch
CEAACT00000128,23/05/2025,CEADLR000133,Vijaya Lokesh Traders,Sub dealer visit,SR096,KL-East-9,Demo done,08/06/2025,15,outside beat,secondary sale low
CEAACT00000129,2025-11-15,CEASUB002009,Mahalakshmi Hari Corporation,Claim follow-up,SR082,TN-East-7,No order,2025-12-16,NA,missing,asked scheme support
CEAACT00000130,2024-11-16,CEADLR000665,Modern Hari Tyres,Mechanic meet,SR084,AP-West-9,Owner absent,,10,same gps as prior visit,new counter opened nearby
CEAACT00000131,2024-12-26,CEASUB001420,Balaji Meena Associates,Sub dealer visit,SR027,KA-Central-7,No order,,NA,missing,secondary sale low
CEAACT00000132,2024-06-08,CEASUB001830,Royal Farida Corporation,Scheme follow-up,SR034,TN-West-1,Stock checked,06/11/2024,15,OK,secondary sale low
CEAACT00000133,2025-11-07,CEASUB002394,Kaveri Anand Sales,Mechanic meet,SR133,TN-North-9,Payment follow-up,2025-12-02,45,OK,
CEAACT00000134,11/01/2025,CEASUB002782,New Rafiq Tyres,Sub dealer visit,SR071,AP-Central-3,Owner absent,2025-01-18,NA,manual,new counter opened nearby
CEAACT00000135,2025-04-19,CEASUB000634,City Arun Associates,Claim follow-up,SR012,TN-East-5,Stock checked,,20,manual,asked scheme support
CEAACT00000136,2026-02-17,CEASUB003846,Metro Ganesh Agro,Sub dealer visit,SR074,AP-West-1,Payment follow-up,03/15/2026,10,OK,new counter opened nearby
CEAACT00000137,12/23/2024,CEADLR000172,Sri Suresh Tyres,Scheme follow-up,SR143,AP-North-9,Complaint raised,,10,manual,shifted to competitor
CEAACT00000138,2026-01-05,CEASUB002642,Prime Manoj Distributors,Fleet meet,SR069,TN-West-2,Order taken,2026-01-24,5,same gps as prior visit,new counter opened nearby
CEAACT00000139,2025-09-08,CEASUB002910,New Priya Tyres,Scheme follow-up,SR021,AP-South-3,Payment follow-up,2025-09-19,5,same gps as prior visit,shifted to competitor
CEAACT00000140,2025-02-24,CEASUB000480,Ganesh Sanjay Corporation,Mechanic meet,SR045,TN-East-5,Owner absent,2025-03-30,20,outside beat,shifted to competitor
CEAACT00000141,2025-08-09,CEASUB000362,UNITED LOKESH AGENCIES,Scheme follow-up,SR091,AP-East-3,Competitor push seen,2025-08-13,5,missing,shifted to competitor
CEAACT00000142,10/15/2024,CEASUB001753,Ganesh Geetha Mart,Scheme follow-up,SR039,AP-South-8,No order,2024-10-24,45,missing,shifted to competitor
CEAACT00000143,2025-09-08,CEASUB003582,Lucky Sowmya Stores,Fleet meet,SR061,KA-West-9,Order taken,2025-10-07,10,manual,shifted to competitor
CEAACT00000144,2026-03-13,CEADLR000233,Vijaya Farida Services,Sub dealer visit,SR124,AP-North-2,Payment follow-up,04/14/2026,20,same gps as prior visit,
CEAACT00000145,2024-04-23,CEASUB002213,Shree Arun Tyres,Scheme follow-up,SR088,AP-South-3,Demo done,2024-05-18,60,OK,secondary sale low
CEAACT00000146,2025-10-01,CEASUB003437,Modern Sowmya Tyres,Claim follow-up,SR026,KL-West-3,Owner absent,2025-11-12,NA,same gps as prior visit,stockist dispute
CEAACT00000147,2024-11-29,CEASUB000600,Prime Rafiq Tyres,Fleet meet,SR107,AP-East-5,Competitor push seen,01/12/2025,45,OK,secondary sale low
CEAACT00000148,05/11/2024,CEASUB002345,Metro Farida Chemicals,Fleet meet,SR026,TN-Central-6,Complaint raised,02/06/2024,15,same gps as prior visit,cash crunch
CEAACT00000149,2025-04-21,CEASUB000373,Star Rafiq Tyres,Scheme follow-up,SR148,AP-East-3,Competitor push seen,29/05/2025,15,outside beat,asked scheme support
CEAACT00000150,2025-12-15,CEASUB001464,Murugan Rafiq Agro,Dealer visit,SR055,AP-South-9,Owner absent,08/01/2026,10,OK,cash crunch
CEAACT00000151,2024-09-02,CEASUB003217,Vijaya Lakshmi Sales,Mechanic meet,SR078,TN-North-4,No order,2024-09-14,60,manual,stockist dispute
CEAACT00000152,24/05/2025,CEASUB001791,Modern Bala Corporation,Mechanic meet,SR017,KA-South-5,Competitor push seen,,5,manual,new counter opened nearby
CEAACT00000153,2024-05-11,CEASUB001558,National Deepak Tyres,Scheme follow-up,SR093,PY-North-7,Complaint raised,2024-06-08,15,manual,asked scheme support
CEAACT00000154,15/03/2026,CEASUB001951,New Meena Tyres,Claim follow-up,SR108,TS-Central-5,Complaint raised,2026-03-18,60,OK,secondary sale low
CEAACT00000155,2025-11-12,CEADLR000352,Modern Revathi Tyres,Scheme follow-up,SR049,KA-East-4,Order taken,2025-12-09,20,manual,secondary sale low
CEAACT00000156,2024-10-26,CEASUB000957,Prime Lokesh Agro,Scheme follow-up,SR030,TN-East-5,Complaint raised,30-Nov-24,20,manual,stockist dispute
CEAACT00000157,2026-01-20,CEASUB004209,Sri Suresh Fertilisers,Dealer visit,SR116,AP-Central-8,Complaint raised,18/02/2026,5,same gps as prior visit,secondary sale low
CEAACT00000158,2024-09-13,CEASUB001464,Murugan Rafiq Agro,Sub dealer visit,SR055,AP-South-9,Complaint raised,2024-10-02,15,same gps as prior visit,secondary sale low
CEAACT00000159,2024-06-28,CEASUB003024,United Senthil Tyres,Dealer visit,SR116,TS-Central-2,Payment follow-up,2024-07-17,15,OK,
CEAACT00000160,15/11/2024,CEASUB003427,Royal Venkatesh Traders,Mechanic meet,SR075,TS-North-3,Owner absent,28/11/2024,10,outside beat,stockist dispute
CEAACT00000161,2024-04-30,CEASUB003954,Balaji Prakash Corporation,Scheme follow-up,SR127,TN-South-6,Competitor push seen,2024-05-12,10,manual,shifted to competitor
CEAACT00000162,2025-03-27,CEASUB001834,Lucky Manoj Enterprises,Scheme follow-up,SR073,TN-West-3,Competitor push seen,05-Apr-25,5,missing,stockist dispute
CEAACT00000163,2025-12-22,CEASUB002463,Sree Sanjay Depot,Mechanic meet,SR104,TS-West-5,Payment follow-up,2025-12-27,20,manual,cash crunch
CEAACT00000164,2026-02-04,CEASUB001073,Balaji Ganesh Tyres,Scheme follow-up,SR076,TS-Central-8,No order,,45,manual,cash crunch
CEAACT00000165,2025-04-27,CEASUB004476,United Sanjay Tyres,Sub dealer visit,SR045,KA-North-3,Stock checked,,20,manual,secondary sale low
CEAACT00000166,2024-10-22,CEASUB004378,Sree Lakshmi Services,Mechanic meet,SR108,AP-West-5,Payment follow-up,14/11/2024,15,OK,shifted to competitor
CEAACT00000167,2025-02-21,CEASUB000377,City Meena Tyres Ltd,Sub dealer visit,SR034,KA-North-1,Payment follow-up,2025-04-04,10,manual,shifted to competitor
CEAACT00000168,2024-11-09,CEASUB003221,Ganesh Sanjay Sales,Sub dealer visit,SR001,TN-South-4,Complaint raised,2024-11-22,60,outside beat,
CEAACT00000169,2025-10-10,CEASUB001346,City Arun Stores,Scheme follow-up,SR060,KL-East-6,Competitor push seen,2025-11-02,45,OK,shifted to competitor
CEAACT00000170,15/01/2026,CEASUB000843,LUCKY PRIYA CHEMICALS,Mechanic meet,SR118,TN-North-1,Order taken,2026-01-28,10,manual,cash crunch
CEAACT00000171,2024-11-26,CEASUB000970,United Geetha Distributors Ltd,Sub dealer visit,SR106,KA-Central-7,Owner absent,,30,same gps as prior visit,asked scheme support
