customer_id,customer_name,as_of_date,credit_limit,outstanding_amount,not_due_amount,days_1_30,days_31_60,days_61_90,days_90_plus,last_payment_date,block_flag,collector_note
CEADLR000041,Prime Lokesh Mart,03/31/2026,500000,225506.74,112232.09,30113.35,34540.18,25720.79,44710.20,2026-03-27,Y,claims adjusted
CEADLR000042,SRI Suresh Corporation,31/03/2026,5000000,6487306.18,1874897.11,1530181.22,1344132.74,968134.33,778670.11,06/01/2026,N,limit increase requested
CEADLR000043,United Suresh Corporation,2026-03-31,5000000,5026762.85,3853518.21,406455.03,217133.22,138447.80,396610.99,2026-01-15,N,promised next week
CEADLR000044,Mahalakshmi Prakash Agro,03/31/2026,500000,345773.40,209624.70,26363.28,44374.93,12291.30,27439.19,15/09/2025,N,claims adjusted
CEADLR000045,Prime Yusuf Chemicals,31/03/2026,2000000,1584560.33,910554.06,220994.97,132960.42,117913.49,106744.16,2025-07-14,N,cheque bounce
CEADLR000046,Metro Suresh Fertilisers Ltd,2026-03-31,3500000,2093976.07,1611170.68,73961.64,99224.24,57728.73,84183.72,2026-03-17,Y,cheque bounce
CEADLR000047,Prime Kavya Chemicals,2026-03-31,2000000,1759467.00,370620.81,448479.95,370418.48,84118.19,578872.85,2025-07-29,N,promised next week
CEADLR000048,Sri Hari Tyres,03/31/2026,750000,767086.45,514246.52,77234.81,41364.67,42535.21,90056.84,14/12/2025,N,
CEADLR000049,BALAJI YUSUF PAINTS,2026-03-31,3500000,2622128.37,696288.65,541833.84,672160.01,211627.91,834765.33,2026-01-28,N,limit increase requested
CEADLR000050,Star Arun Stores,31/03/2026,2000000,2050911.81,603225.42,303031.85,245664.65,254851.65,442225.84,2025-10-23,N,promised next week
CEADLR000051,Mahalakshmi Jagan Agencies,31/03/2026,1200000,1545212.34,1100312.76,153455.72,134722.28,58500.81,114047.30,2025-08-26,Y,cheque bounce
CEADLR000052,City Anand Stores,2026-03-31,2000000,1432702.05,810959.60,137925.63,151126.19,131546.33,249149.52,2026-01-05,Y,limit increase requested
CEADLR000053,Murugan Sanjay Tyres,2026-03-31,5000000,6728707.94,5629398.79,190258.09,137361.38,267414.04,125754.77,13-Sep-25,N,
CEADLR000054,Metro Lokesh Tyres,2026-03-31,5000000,5204769.50,3611388.42,537948.05,451810.61,272022.47,126294.94,2025-11-05,N,limit increase requested
CEADLR000055,Sree Karthik Tyres,2026-03-31,250000,256889.65,119903.87,41907.17,21041.16,8148.89,18341.44,2025-12-07,N,
CEADLR000056,Shri Chandra Enterprises,31/03/2026,500000,592216.29,347585.68,38247.92,67418.64,25535.44,101107.99,2025-07-11,N,promised next week
CEADLR000057,Murugan Bala Hardware,2026-03-31,250000,251350.36,170019.06,20594.88,26703.08,12064.41,21953.55,2025-10-22,N,claims adjusted
CEADLR000058,Balaji Senthil Services,2026-03-31,500000,468369.13,423784.94,8617.66,13643.47,3638.18,1221.78,2026-03-14,N,limit increase requested
CEADLR000059,MODERN DEEPAK CORPORATION,2026-03-31,5000000,263615.63,175301.82,24363.53,22125.94,20080.26,14286.88,2025-11-25,Y,limit increase requested
CEADLR000060,Prime Suresh Tyres,2026-03-31,3500000,3480827.98,760629.25,781391.02,391335.96,506359.67,248395.90,22/01/2026,Y,
CEADLR000061,Kaveri Farida Tyres,03/31/2026,250000,299734.21,284074.02,3444.56,2783.13,886.59,6974.91,2025-08-05,N,owner not reachable
CEADLR000062,Metro Deepak Tyres,2026-03-31,1200000,1296684.97,129057.98,371725.52,361490.55,152630.25,132098.45,2025-11-28,N,cheque bounce
CEADLR000063,City Irfan Tyres,2026-03-31,500000,108607.46,77240.63,8240.53,8014.00,2878.71,3752.42,2025-08-14,N,cheque bounce
CEADLR000064,Mahalakshmi Venkatesh Tyres,2026-03-31,2000000,259306.48,233874.51,4443.89,3986.41,2130.86,11213.91,2026-01-25,N,
CEADLR000065,Metro Sowmya Hardware,2026-03-31,1200000,420656.42,298716.14,30961.65,41388.78,8767.36,23294.17,2025-09-12,N,owner not reachable
CEADLR000066,Balaji Karthik Mart,03/31/2026,7500000,3623047.63,3295223.23,74909.22,79231.87,68680.68,120272.53,2025-12-11,N,owner not reachable
CEADLR000067,Mahalakshmi Hari Chemicals,2026-03-31,2000000,2662624.76,2492996.21,27742.26,39062.85,36120.37,27806.89,2025-07-20,Y,cheque bounce
CEADLR000068,Royal Ganesh Tyres,31-Mar-26,2000000,867885.71,761850.27,19514.25,25253.63,20647.19,36750.80,2025-07-08,N,
CEADLR000069,Royal Rafiq Corporation,2026-03-31,1200000,740810.67,636980.33,24374.13,27133.03,19530.07,35263.02,2025-08-10,Y,
CEADLR000070,Star Deepak Associates,31/03/2026,7500000,4633675.85,1283172.50,1132267.81,526852.59,457656.69,505074.97,2025-12-31,N,claims adjusted
CEADLR000071,Ganesh Yusuf Tyres,03/31/2026,750000,969329.44,880626.57,23123.20,25179.56,19695.88,36862.24,2025-10-24,N,
CEADLR000072,Sree Farida Associates,2026-03-31,3500000,3248792.49,2549147.40,231851.91,100047.43,76363.98,24452.47,2025-08-01,Y,cheque bounce
CEADLR000073,Kaveri Hari Tyres Ltd,2026-03-31,500000,423864.04,393113.88,9427.13,7461.31,5157.21,3975.55,2026-02-24,Y,claims adjusted
CEADLR000074,UNITED SENTHIL AGRO,2026-03-31,250000,76126.07,63602.14,3190.96,3948.36,1510.96,823.17,2025-08-24,N,owner not reachable
CEADLR000075,Balaji Hari Paints Pvt,2026-03-31,7500000,1136494.76,434002.78,163451.45,162150.21,99554.35,258118.17,2025-09-03,Y,claims adjusted
CEADLR000076,Sri Arun Traders,2026-03-31,2000000,2441368.02,1919799.88,166544.52,126879.74,120942.07,152278.52,12/10/2025,N,promised next week
CEADLR000077,Prime Senthil Tyres Ltd,2026-03-31,3500000,3738401.39,2849840.00,181814.46,278236.49,198467.19,206646.33,2026-01-03,N,
CEADLR000078,New Yusuf Tyres,2026-03-31,500000,579767.22,326514.43,86248.87,36849.09,36181.23,106110.99,31-Jan-26,N,limit increase requested
CEADLR000079,City Jagan Fertilisers,2026-03-31,7500000,2957352.06,1789502.66,299631.45,274196.44,95542.78,456982.30,2026-01-16,N,
CEADLR000080,Vijaya Prakash Tyres,2026-03-31,250000,129565.22,61775.92,20831.45,15850.14,6196.09,16659.15,01/31/2026,N,limit increase requested
CEADLR000081,National Sowmya Tyres,31/03/2026,5000000,4020242.30,2039345.11,612858.03,366504.24,302551.35,719792.38,27-Jul-25,N,owner not reachable
CEADLR000082,United Sanjay Tyres,2026-03-31,1200000,528797.92,292463.32,59086.88,44661.30,49064.74,73909.71,2025-12-28,Y,promised next week
CEADLR000083,Mahalakshmi Revathi Depot,2026-03-31,3500000,2080289.09,1032453.43,291293.45,337572.49,181749.56,227586.50,2026-01-08,N,
CEADLR000084,Prime Deepak Paints,2026-03-31,1200000,1215826.83,670127.66,121283.86,87655.45,38894.11,105887.81,19/10/2025,N,
CEADLR000085,Star Karthik Enterprises,2026-03-31,7500000,5635637.42,4691253.60,159893.82,295833.03,228825.65,73090.52,2025-12-25,N,cheque bounce
CEADLR000086,Metro Ganesh Chemicals,2026-03-31,750000,267995.60,190358.80,18376.38,22457.74,8568.09,13300.16,2025-11-14,N,owner not reachable
CEADLR000087,Kaveri Hari Tyres,2026-03-31,500000,384498.17,309478.79,23796.55,19487.68,7202.44,32514.98,2025-12-27,N,owner not reachable
CEADLR000088,Shri Karthik Services,2026-03-31,2000000,369957.38,85075.98,70631.54,41424.41,67642.05,27352.96,2026-01-07,N,cheque bounce
CEADLR000089,City Lokesh Services,2026-03-31,250000,331266.81,85549.01,64593.51,81090.29,46463.59,19128.50,11/08/2025,N,limit increase requested
CEADLR000090,Modern Venkatesh Tyres,2026-03-31,2000000,1791364.09,891007.08,310568.47,174018.36,173319.46,307581.08,2025-07-04,N,claims adjusted
CEADLR000091,Ganesh Sanjay Tyres,2026-03-31,7500000,6205375.32,3919453.05,654279.53,418407.75,422266.73,477267.03,2026-02-07,N,promised next week
CEADLR000092,Royal Senthil Tyres,2026-03-31,250000,111565.08,59855.60,9986.54,14762.19,12913.13,13183.52,2025-08-28,N,cheque bounce
CEADLR000093,Sri Senthil Tyres,2026-03-31,2000000,1516102.45,1278413.16,59710.48,71180.08,22280.53,23027.72,2025-11-12,Y,cheque bounce
CEADLR000094,Metro Naveen Sales,2026-03-31,750000,120238.49,99531.11,6905.47,3283.75,1873.45,6467.74,2025-12-18,N,owner not reachable
CEADLR000095,Sree Meena Tyres,2026-03-31,3500000,380363.62,263086.33,21933.00,25069.66,16339.87,8513.36,2026-01-06,Y,cheque bounce
CEADLR000096,Kaveri Karthik Chemicals,31/03/2026,750000,456629.23,268446.77,64844.07,32254.47,14641.20,17826.39,18/09/2025,Y,
CEADLR000097,Royal Chandra Tyres & Co,2026-03-31,5000000,2941040.39,1490835.05,219607.37,391275.85,111295.58,135252.06,2025-11-15,N,
CEADLR000098,Lucky Kavya Tyres,2026-03-31,250000,319435.79,225177.66,15892.65,28907.64,10329.94,16023.47,2025-12-31,N,owner not reachable
CEADLR000099,Mahalakshmi Irfan Traders,2026-03-31,250000,189979.92,59763.46,20768.75,18127.54,17744.83,38769.25,15-Dec-25,Y,limit increase requested
CEADLR000100,Murugan Meena Chemicals,2026-03-31,7500000,5781784.45,4170625.78,276057.98,299691.47,96339.76,581477.52,2025-07-09,N,owner not reachable
CEADLR000101,National Senthil Tyres,31-Mar-26,1200000,85342.77,69122.15,5569.51,2308.68,1862.39,2843.99,2025-10-17,N,promised next week
CEADLR000102,Royal Venkatesh Services,2026-03-31,7500000,9089802.48,6685239.13,671672.67,435498.59,439244.91,169340.99,19/07/2025,N,cheque bounce
CEADLR000103,Ganesh Yusuf Enterprises,2026-03-31,7500000,386087.16,227791.96,31988.49,50239.56,16202.53,45858.78,2026-03-08,N,
CEADLR000104,National Manoj Agencies,2026-03-31,2000000,2214669.63,1544974.37,123273.52,166325.65,80703.71,253115.16,2025-12-30,Y,cheque bounce
CEADLR000105,City Lokesh Agencies,2026-03-31,750000,832518.26,463338.63,70546.30,111440.08,57496.41,42837.01,2026-03-08,N,promised next week
CEADLR000106,Star Lokesh Tyres,2026-03-31,7500000,1317342.10,1201705.71,17534.11,35079.20,27214.48,6737.61,2025-08-13,N,claims adjusted
CEADLR000107,New Venkatesh Associates,2026-03-31,5000000,3619190.39,2107729.74,262596.61,359160.70,268353.89,274367.38,2026-01-30,N,claims adjusted
CEADLR000108,National Jagan Stores,31-Mar-26,5000000,441062.05,288699.54,50242.33,50245.50,24108.46,55187.45,2025-12-14,N,limit increase requested
CEADLR000109,City Hari Tyres,2026-03-31,250000,190328.62,136337.77,9162.22,17113.77,3880.85,4994.54,2025-09-03,N,limit increase requested
CEADLR000110,ROYAL SOWMYA TYRES,2026-03-31,7500000,3729481.03,2007538.77,290461.34,380569.13,428536.19,61172.00,2025-09-01,Y,limit increase requested
CEADLR000111,Sri Senthil Stores,31/03/2026,3500000,1148010.88,188786.01,302458.02,173374.63,208593.31,327581.84,2026-01-10,Y,owner not reachable
CEADLR000112,Metro Manoj Traders,2026-03-31,3500000,3731221.13,1388943.78,511616.73,772153.04,317295.65,279475.29,2025-07-02,N,
CEADLR000113,NEW ARUN TYRES,2026-03-31,7500000,3252755.11,1989639.77,220842.37,312118.97,110471.97,507439.89,2025-11-20,N,owner not reachable
CEADLR000114,Murugan Revathi Traders,03/31/2026,7500000,4264967.55,3088546.40,341801.19,350880.94,172744.88,430159.34,2025-09-23,N,claims adjusted
CEADLR000115,Sri Jagan Hardware,2026-03-31,3500000,3948163.13,1723860.46,345418.02,728964.52,127864.36,219490.74,2025-07-17,Y,owner not reachable
CEADLR000116,Kaveri Rafiq Tyres,2026-03-31,2000000,2528161.75,1408690.37,250997.32,281243.28,229434.67,442182.08,2025-07-16,N,
CEADLR000117,City Priya Tyres,2026-03-31,7500000,500220.57,432307.73,21180.61,15754.68,6436.12,29621.67,2026-01-10,N,owner not reachable
CEADLR000118,NATIONAL RAFIQ FERTILISERS,2026-03-31,1200000,354845.36,265793.26,29616.79,17539.62,8619.13,7454.86,01/09/2026,Y,limit increase requested
CEADLR000119,Star Geetha Tyres,2026-03-31,5000000,485159.94,28488.93,141567.28,68310.03,102433.85,83129.42,2025-12-15,N,promised next week
CEADLR000120,United Senthil Tyres,2026-03-31,2000000,2295718.12,1263331.12,295547.88,222628.62,255172.56,80116.14,2026-02-27,N,cheque bounce
CEADLR000121,Balaji Meena Tyres,31/03/2026,5000000,5595503.78,3091630.97,581624.03,754265.12,565627.08,965032.83,2025-12-21,N,owner not reachable
CEADLR000122,Modern Naveen Tyres,2026-03-31,1200000,1276551.69,1182626.63,25395.81,29506.97,5227.76,16899.75,2025-12-14,N,promised next week
CEADLR000123,Prime Revathi Hardware,31/03/2026,3500000,3177149.57,2528515.83,179259.20,97990.76,151218.73,152151.83,2026-01-16,Y,claims adjusted
CEADLR000124,Murugan Sowmya Tyres,2026-03-31,750000,666914.56,399857.95,50495.96,68280.86,62927.84,88606.58,2025-09-23,N,promised next week
CEADLR000125,Mahalakshmi Kavya Fertilisers,2026-03-31,1200000,1257343.04,909609.00,105553.21,92582.22,45201.88,114050.69,2026-01-27,N,claims adjusted
CEADLR000126,Kaveri Deepak Distributors,03/31/2026,750000,334160.40,253962.65,22902.73,17434.12,19508.50,27043.72,10/02/2026,N,claims adjusted
CEADLR000127,Kaveri Deepak Tyres,2026-03-31,750000,799452.04,660190.05,28516.86,18368.22,25599.22,44884.69,2026-01-03,N,limit increase requested
CEADLR000128,Star Irfan Enterprises,2026-03-31,3500000,4396356.16,2989220.04,220580.97,295062.48,304929.82,243532.08,2025-09-03,N,owner not reachable
CEADLR000129,New Karthik Chemicals & Co,31-Mar-26,7500000,5418181.22,2768528.13,512652.90,890065.94,535202.45,979282.43,09/18/2025,Y,claims adjusted
CEADLR000130,Lucky Venkatesh Tyres,2026-03-31,5000000,323887.67,112714.30,50930.74,65643.92,44193.03,81025.63,2025-08-13,Y,cheque bounce
CEADLR000131,Vijaya Anand Distributors,2026-03-31,750000,468776.21,390284.35,15795.86,23607.04,19596.63,28294.95,2026-03-14,Y,
CEADLR000132,Mahalakshmi Lakshmi Associates,2026-03-31,3500000,1815761.10,504401.44,394417.50,317773.06,121831.07,224525.21,2026-03-12,N,owner not reachable
CEADLR000133,Vijaya Lokesh Traders,2026-03-31,2000000,1199311.42,651050.80,106359.83,157737.03,84646.18,68402.51,2025-11-08,N,limit increase requested
CEADLR000134,Balaji Sowmya Stores,2026-03-31,3500000,1699157.43,953839.33,259731.01,206326.53,161757.58,40442.05,2025-10-04,Y,
CEADLR000135,Kaveri Yusuf Tyres,2026-03-31,3500000,4652343.82,3185768.76,513092.74,479321.03,267015.07,354705.58,2025-12-17,N,limit increase requested
CEADLR000136,Metro Lokesh Tyres,2026-03-31,750000,228707.67,190665.71,9947.92,10628.89,2269.22,12328.28,2026-01-09,N,promised next week
CEADLR000137,Vijaya Arun Tyres,2026-03-31,7500000,6581662.13,6068349.98,123169.72,154817.54,75586.92,202743.48,2025-10-12,N,
CEADLR000138,Lucky Lokesh Tyres,2026-03-31,750000,668666.50,510251.17,53271.21,38318.50,39531.05,17482.92,2026-03-20,Y,limit increase requested
CEADLR000139,Kaveri Prakash Enterprises,2026-03-31,1200000,212927.77,154343.65,16498.05,13108.50,9943.49,20410.94,2025-09-20,N,promised next week
CEADLR000140,Prime Chandra Tyres,2026-03-31,2000000,1374864.02,1145207.29,44506.21,53879.85,13101.52,48600.15,2025-08-24,N,promised next week
CEADLR000141,Sree Bala Tyres,2026-03-31,2000000,1612091.74,1477889.64,34090.43,20845.87,15005.77,27143.13,2025-07-25,N,owner not reachable
CEADLR000142,Sri Karthik Tyres,31-Mar-26,5000000,3005623.82,1439163.97,247840.67,446406.84,333819.18,424764.14,2025-08-28,Y,limit increase requested
CEADLR000143,Modern Bala Agro,2026-03-31,750000,921283.89,593655.51,64587.64,48195.97,42924.38,145216.43,2025-11-30,Y,limit increase requested
CEADLR000144,City Rafiq Traders,2026-03-31,1200000,75180.09,36756.85,12695.61,13304.06,5424.35,13177.79,2026-03-11,N,claims adjusted
CEADLR000145,Mahalakshmi Suresh Tyres,2026-03-31,1200000,159545.11,148688.56,1844.38,2772.27,1584.70,1860.03,09/16/2025,Y,cheque bounce
CEADLR000146,Star Ganesh Chemicals,2026-03-31,750000,496682.60,371004.06,36488.01,18625.68,27766.15,16045.23,2025-10-17,Y,limit increase requested
CEADLR000147,Royal Manoj Tyres Main,2026-03-31,1200000,664382.86,478948.16,31075.51,26632.87,38826.30,44824.66,2025-08-19,N,cheque bounce
CEADLR000148,United Deepak Tyres,2026-03-31,750000,194556.82,109762.44,24491.19,29609.04,15087.20,8650.94,2025-10-09,N,
CEADLR000149,Murugan Hari Tyres,2026-03-31,5000000,2869594.00,1902507.78,308533.71,288975.90,212560.35,367720.04,2026-01-14,N,claims adjusted
CEADLR000150,Metro Revathi Associates Ltd,2026-03-31,250000,62610.40,33883.26,4590.35,8717.10,4416.21,2602.79,08/01/2026,N,
CEADLR000151,Star Meena Sales Main,2026-03-31,250000,179701.70,137957.81,11766.42,7468.50,7158.81,10076.07,2026-03-15,Y,owner not reachable
CEADLR000152,Modern Hari Chemicals,2026-03-31,750000,261024.99,239591.95,4321.25,7443.63,1132.01,7305.05,2025-08-06,N,
CEADLR000153,Sri Meena Distributors,31/03/2026,5000000,5291774.90,2925236.89,675668.43,484161.97,347028.08,969932.99,2025-09-06,Y,promised next week
CEADLR000154,Shree Meena Tyres,2026-03-31,500000,472945.04,48692.55,83631.31,108043.54,63917.25,149186.61,2025-09-11,Y,owner not reachable
CEADLR000155,Star Sowmya Tyres Ltd,2026-03-31,500000,271296.55,156668.53,36543.83,25219.75,9925.90,2701.50,2026-02-07,Y,promised next week
CEADLR000156,Royal Anand Tyres,2026-03-31,2000000,411955.55,337446.17,14434.43,25295.09,14425.69,8341.26,09/01/2025,N,cheque bounce
CEADLR000157,Royal Meena Fertilisers,2026-03-31,2000000,1154101.24,131979.70,308908.13,327376.15,99406.29,458816.39,2026-02-16,N,cheque bounce
CEADLR000158,Sree Chandra Tyres,2026-03-31,500000,619455.02,332420.78,84438.50,87568.19,32402.22,38417.27,2026-02-25,N,limit increase requested
CEADLR000159,Ganesh Prakash Enterprises,2026-03-31,250000,216092.17,119676.92,30976.73,33361.11,13571.21,42947.75,2025-12-03,N,claims adjusted
CEADLR000160,Vijaya Prakash Sales,2026-03-31,250000,104509.00,49838.11,12974.58,7854.65,10105.15,7258.07,21/09/2025,N,promised next week
CEADLR000161,Mahalakshmi Rafiq Depot,2026-03-31,5000000,2104278.74,814001.66,420572.05,366435.38,184801.94,28177.88,2025-08-12,N,cheque bounce
CEADLR000162,City Lokesh Fertilisers,2026-03-31,750000,912077.56,334408.71,156337.12,172398.24,57450.89,147880.50,2025-08-21,Y,
CEADLR000163,Modern Naveen Associates Ltd,2026-03-31,250000,175234.94,15918.46,24904.59,36420.16,15545.70,43322.25,2025-10-19,N,
CEADLR000164,Sree Arun Tyres,2026-03-31,5000000,6298997.59,5677206.86,143876.88,154923.13,68549.55,87590.84,2025-10-14,N,
CEADLR000165,Mahalakshmi Meena Distributors,2026-03-31,750000,639512.68,312231.01,102183.75,49138.02,18387.02,68030.30,16/09/2025,N,claims adjusted
CEADLR000166,Ganesh Arun Tyres,2026-03-31,2000000,660030.27,373637.18,53247.26,49335.54,53433.14,48979.76,2026-02-11,N,
CEADLR000167,United Sanjay Hardware,2026-03-31,1200000,1521511.41,799739.35,237570.02,184290.05,66450.48,60760.01,21-Mar-26,Y,cheque bounce
CEADLR000168,Prime Hari Tyres,2026-03-31,7500000,7378334.71,2244040.09,838875.53,849979.44,399870.48,1457195.52,08/09/2025,Y,promised next week
CEADLR000169,National Ganesh Traders,2026-03-31,1200000,1550902.43,1178076.66,104558.47,81065.00,19838.23,51631.88,2025-09-24,N,promised next week
CEADLR000170,Balaji Geetha Tyres,2026-03-31,500000,463673.59,351317.85,33421.21,32151.08,19616.13,24919.57,02/28/2026,Y,owner not reachable
CEADLR000171,United Rafiq Tyres,2026-03-31,7500000,6186172.99,5696548.08,151962.04,157987.72,42759.71,215340.86,01/18/2026,N,claims adjusted
CEADLR000172,Sri Suresh Tyres,2026-03-31,5000000,1243235.25,1052160.62,63009.81,30389.67,15751.02,52408.05,2026-03-07,N,cheque bounce
CEADLR000173,Modern Suresh Tyres,03/31/2026,2000000,1645801.55,979149.05,116176.54,195029.61,161655.90,184391.87,10/23/2025,N,limit increase requested
CEADLR000174,Metro Lokesh Fertilisers,2026-03-31,3500000,3937587.89,3663253.46,63792.24,80805.30,61189.85,102618.75,2025-07-02,Y,
CEADLR000175,Metro Senthil Mart,2026-03-31,1200000,1275901.57,754943.19,86067.91,66498.20,112583.51,81830.58,20/09/2025,Y,cheque bounce
CEADLR000176,PRIME KAVYA ENTERPRISES,2026-03-31,750000,454938.18,105642.91,80700.77,84387.35,52111.20,151883.21,2026-01-14,N,cheque bounce
CEADLR000177,Modern Venkatesh Tyres Ltd,31-Mar-26,3500000,1342745.51,684809.72,124882.94,192810.58,46240.69,162252.62,2025-11-14,N,promised next week
CEADLR000178,Star Venkatesh Tyres,2026-03-31,500000,108681.35,68043.40,9003.54,4953.19,9937.37,7390.89,12/07/2025,N,owner not reachable
CEADLR000179,Balaji Senthil Tyres,2026-03-31,5000000,2266222.92,442513.02,537808.30,347726.22,326615.10,248468.61,12/02/2026,N,cheque bounce
